,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9056,0.7791,0.906,0.7796
i0_c1,0.8916,0.7641,0.8924,0.7646
i0_c2,0.8884,0.7722,0.8868,0.7707
i0_c3,0.8816,0.7756,0.8836,0.7743
i0_g,0.8648,0.8274,,
i1_c0,0.9224,0.7882,0.9216,0.7877
i1_c1,0.912,0.7808,0.9104,0.7799
i1_c2,0.8924,0.7816,0.8912,0.7829
i1_c3,0.904,0.7899,0.9016,0.7921
i1_g,0.8776,0.8398,,
i2_c0,0.9156,0.7838,0.9168,0.7825
i2_c1,0.9136,0.7816,0.9132,0.7799
i2_c2,0.9,0.7786,0.8976,0.7774
i2_c3,0.906,0.7953,0.9032,0.7938
i2_g,0.8734,0.8426,,
i3_c0,0.9268,0.793,0.9276,0.7928
i3_c1,0.9144,0.7856,0.9132,0.7876
i3_c2,0.9048,0.7863,0.9072,0.7864
i3_c3,0.9072,0.7871,0.9072,0.7869
i3_g,0.8804,0.8413,,
i4_c0,0.9224,0.7909,0.9196,0.79
i4_c1,0.9156,0.7801,0.9192,0.7782
i4_c2,0.9172,0.7901,0.9148,0.7893
i4_c3,0.908,0.7944,0.9116,0.7953
i4_g,0.8813,0.8414,,
i5_c0,0.9232,0.7903,0.9204,0.7913
i5_c1,0.9216,0.7861,0.9168,0.7847
i5_c2,0.9028,0.7894,0.9008,0.7893
i5_c3,0.9108,0.7967,0.9112,0.796
i5_g,0.8822,0.8445,,
i6_c0,0.9216,0.7884,0.9164,0.7879
i6_c1,0.9248,0.7843,0.9208,0.7825
i6_c2,0.9124,0.7819,0.9104,0.7827
i6_c3,0.9112,0.7923,0.9124,0.7909
i6_g,0.8812,0.8431,,
i7_c0,0.9196,0.7897,0.9192,0.7881
i7_c1,0.9152,0.7884,0.9136,0.7877
i7_c2,0.906,0.7938,0.904,0.7913
i7_c3,0.908,0.7919,0.9076,0.7916
i7_g,0.8794,0.8409,,
i8_c0,0.9204,0.7911,0.9212,0.7906
i8_c1,0.912,0.7804,0.9128,0.7798
i8_c2,0.9036,0.7836,0.898,0.7849
i8_c3,0.9076,0.793,0.9056,0.7951
i8_g,0.8763,0.8384,,
i9_c0,0.9288,0.7866,0.9304,0.7872
i9_c1,0.9204,0.7914,0.9208,0.7902
i9_c2,0.9144,0.7866,0.914,0.7846
i9_c3,0.9092,0.7947,0.9104,0.7936
i9_g,0.8816,0.845,,
