,train_acc,test_acc
i0_c0,0.7928,0.6516
i0_c1,0.7768,0.6417
i0_c2,0.7808,0.6478
i0_c3,0.7712,0.6611
i0_g,0.7363,0.6962
i1_c0,0.838,0.7038
i1_c1,0.8272,0.6948
i1_c2,0.8232,0.6953
i1_c3,0.8256,0.7136
i1_g,0.7849,0.7487
i2_c0,0.8652,0.7338
i2_c1,0.8512,0.7236
i2_c2,0.8556,0.7276
i2_c3,0.844,0.733
i2_g,0.8139,0.7728
i3_c0,0.8788,0.7456
i3_c1,0.87,0.7417
i3_c2,0.876,0.7486
i3_c3,0.8572,0.7535
i3_g,0.8294,0.7912
i4_c0,0.8928,0.7582
i4_c1,0.8784,0.7541
i4_c2,0.8816,0.7551
i4_c3,0.8696,0.7639
i4_g,0.8405,0.7992
i5_c0,0.9024,0.7668
i5_c1,0.8864,0.7583
i5_c2,0.8868,0.7676
i5_c3,0.8832,0.7788
i5_g,0.8477,0.8084
i6_c0,0.9044,0.7744
i6_c1,0.888,0.763
i6_c2,0.8916,0.7729
i6_c3,0.8896,0.7808
i6_g,0.8557,0.8162
i7_c0,0.9088,0.7853
i7_c1,0.8972,0.7736
i7_c2,0.9028,0.7833
i7_c3,0.894,0.7915
i7_g,0.8613,0.8236
i8_c0,0.9148,0.787
i8_c1,0.8976,0.78
i8_c2,0.906,0.7868
i8_c3,0.9008,0.7937
i8_g,0.8658,0.8264
i9_c0,0.9172,0.7936
i9_c1,0.9048,0.7856
i9_c2,0.904,0.7885
i9_c3,0.9,0.7935
i9_g,0.8655,0.8274
