,train_acc,test_acc
i0_c0,0.8138,0.743
i0_c1,0.8078,0.7553
i0_g,0.8254,0.7857
i1_c0,0.8344,0.7573
i1_c1,0.825,0.7663
i1_g,0.8414,0.8046
i2_c0,0.8418,0.7661
i2_c1,0.8292,0.7796
i2_g,0.8436,0.8115
i3_c0,0.8514,0.773
i3_c1,0.847,0.7864
i3_g,0.8521,0.8144
i4_c0,0.847,0.7784
i4_c1,0.8456,0.7845
i4_g,0.8532,0.8215
i5_c0,0.8494,0.7852
i5_c1,0.8568,0.7923
i5_g,0.8545,0.8222
i6_c0,0.8566,0.7847
i6_c1,0.8568,0.7889
i6_g,0.8602,0.82
i7_c0,0.8616,0.7916
i7_c1,0.8546,0.7883
i7_g,0.8626,0.8252
i8_c0,0.859,0.8019
i8_c1,0.852,0.79
i8_g,0.8594,0.8244
i9_c0,0.8652,0.7941
i9_c1,0.8538,0.7939
i9_g,0.8638,0.8235
