,train_acc,test_acc
i0_c0,0.2288,0.1992
i0_c1,0.2,0.1727
i0_c2,0.2624,0.2175
i0_c3,0.208,0.1779
i0_c4,0.1312,0.1452
i0_c5,0.2544,0.2059
i0_c6,0.2352,0.1913
i0_c7,0.2064,0.2
i0_c8,0.2272,0.1868
i0_c9,0.2544,0.2111
i0_c10,0.2048,0.1987
i0_c11,0.2336,0.2185
i0_c12,0.24,0.2106
i0_c13,0.2432,0.2072
i0_c14,0.248,0.2143
i0_c15,0.2256,0.1859
i0_g,0.3443,0.3339
i1_c0,0.2928,0.2375
i1_c1,0.2192,0.2085
i1_c2,0.224,0.1973
i1_c3,0.2496,0.2179
i1_c4,0.328,0.2515
i1_c5,0.2352,0.2003
i1_c6,0.2304,0.2038
i1_c7,0.2944,0.2561
i1_c8,0.2512,0.243
i1_c9,0.2672,0.2235
i1_c10,0.2368,0.226
i1_c11,0.3056,0.2655
i1_c12,0.3136,0.2429
i1_c13,0.2768,0.2367
i1_c14,0.248,0.2428
i1_c15,0.2384,0.1997
i1_g,0.3698,0.3625
i2_c0,0.2864,0.2508
i2_c1,0.2624,0.2563
i2_c2,0.2928,0.266
i2_c3,0.2944,0.2564
i2_c4,0.2608,0.243
i2_c5,0.2944,0.2515
i2_c6,0.2448,0.2338
i2_c7,0.272,0.2606
i2_c8,0.2656,0.2411
i2_c9,0.2816,0.2357
i2_c10,0.2624,0.2552
i2_c11,0.2432,0.2338
i2_c12,0.2592,0.2082
i2_c13,0.2544,0.211
i2_c14,0.3088,0.2885
i2_c15,0.2464,0.2397
i2_g,0.3918,0.3838
i3_c0,0.2896,0.2476
i3_c1,0.2544,0.2372
i3_c2,0.3376,0.2852
i3_c3,0.3104,0.268
i3_c4,0.296,0.2692
i3_c5,0.2768,0.2684
i3_c6,0.3056,0.2902
i3_c7,0.2688,0.2796
i3_c8,0.2864,0.2866
i3_c9,0.3312,0.3029
i3_c10,0.3024,0.2757
i3_c11,0.2704,0.2623
i3_c12,0.2912,0.2482
i3_c13,0.32,0.2772
i3_c14,0.2624,0.2564
i3_c15,0.2768,0.2614
i3_g,0.4036,0.3992
i4_c0,0.3056,0.2838
i4_c1,0.2544,0.2851
i4_c2,0.3296,0.2626
i4_c3,0.3088,0.2687
i4_c4,0.2848,0.2732
i4_c5,0.3264,0.2976
i4_c6,0.2784,0.258
i4_c7,0.2976,0.2812
i4_c8,0.288,0.2834
i4_c9,0.2896,0.2627
i4_c10,0.3312,0.2928
i4_c11,0.3168,0.2982
i4_c12,0.2992,0.2778
i4_c13,0.2928,0.2594
i4_c14,0.2896,0.2965
i4_c15,0.3264,0.2662
i4_g,0.428,0.422
i5_c0,0.3472,0.3058
i5_c1,0.3248,0.2918
i5_c2,0.3728,0.3074
i5_c3,0.2912,0.2822
i5_c4,0.336,0.3016
i5_c5,0.3552,0.3023
i5_c6,0.3376,0.2915
i5_c7,0.2576,0.2365
i5_c8,0.2784,0.2484
i5_c9,0.336,0.2787
i5_c10,0.2992,0.2908
i5_c11,0.3136,0.2875
i5_c12,0.304,0.2734
i5_c13,0.2896,0.2533
i5_c14,0.2848,0.2723
i5_c15,0.2944,0.2789
i5_g,0.4244,0.4134
i6_c0,0.3152,0.2681
i6_c1,0.2896,0.3
i6_c2,0.32,0.2762
i6_c3,0.3664,0.3235
i6_c4,0.3168,0.2949
i6_c5,0.304,0.3018
i6_c6,0.3184,0.2972
i6_c7,0.3536,0.3065
i6_c8,0.272,0.2727
i6_c9,0.3248,0.301
i6_c10,0.3456,0.3095
i6_c11,0.368,0.3269
i6_c12,0.3072,0.2868
i6_c13,0.336,0.2977
i6_c14,0.3008,0.301
i6_c15,0.304,0.3041
i6_g,0.4362,0.4228
i7_c0,0.3696,0.3103
i7_c1,0.368,0.3153
i7_c2,0.3552,0.3266
i7_c3,0.3328,0.2946
i7_c4,0.312,0.2948
i7_c5,0.312,0.3002
i7_c6,0.328,0.288
i7_c7,0.304,0.3105
i7_c8,0.3328,0.3139
i7_c9,0.3104,0.2885
i7_c10,0.32,0.2942
i7_c11,0.384,0.3243
i7_c12,0.3504,0.3181
i7_c13,0.3664,0.3224
i7_c14,0.2976,0.2848
i7_c15,0.3072,0.2975
i7_g,0.4473,0.4331
i8_c0,0.36,0.324
i8_c1,0.3008,0.2871
i8_c2,0.2928,0.291
i8_c3,0.3536,0.3218
i8_c4,0.3232,0.318
i8_c5,0.3248,0.2759
i8_c6,0.3536,0.3338
i8_c7,0.352,0.3408
i8_c8,0.3008,0.3027
i8_c9,0.3344,0.3115
i8_c10,0.2992,0.3029
i8_c11,0.3296,0.2881
i8_c12,0.3424,0.311
i8_c13,0.3536,0.327
i8_c14,0.3376,0.3232
i8_c15,0.3296,0.3136
i8_g,0.4363,0.4309
i9_c0,0.3408,0.3242
i9_c1,0.3232,0.3192
i9_c2,0.3472,0.3169
i9_c3,0.3584,0.3155
i9_c4,0.3136,0.2931
i9_c5,0.3424,0.3103
i9_c6,0.352,0.3328
i9_c7,0.312,0.2983
i9_c8,0.3552,0.3179
i9_c9,0.3808,0.3164
i9_c10,0.3664,0.3114
i9_c11,0.3728,0.3443
i9_c12,0.3392,0.3249
i9_c13,0.368,0.3185
i9_c14,0.3584,0.3229
i9_c15,0.3552,0.3153
i9_g,0.4521,0.446
