,train_acc,test_acc
i0_c0,0.7268,0.5933
i0_c1,0.7132,0.5852
i0_c2,0.7256,0.5873
i0_c3,0.7136,0.602
i0_g,0.677,0.6331
i1_c0,0.7836,0.6545
i1_c1,0.7656,0.6444
i1_c2,0.7772,0.6418
i1_c3,0.7688,0.6637
i1_g,0.7333,0.6897
i2_c0,0.8124,0.682
i2_c1,0.7976,0.6735
i2_c2,0.8024,0.675
i2_c3,0.79,0.6878
i2_g,0.7629,0.7204
i3_c0,0.8296,0.7027
i3_c1,0.824,0.6961
i3_c2,0.8252,0.7018
i3_c3,0.8092,0.7111
i3_g,0.7856,0.7438
i4_c0,0.8508,0.7259
i4_c1,0.8308,0.7141
i4_c2,0.836,0.7113
i4_c3,0.8256,0.7251
i4_g,0.8002,0.7603
i5_c0,0.8528,0.7309
i5_c1,0.8452,0.7255
i5_c2,0.8492,0.7289
i5_c3,0.8372,0.744
i5_g,0.8113,0.7707
i6_c0,0.8648,0.7492
i6_c1,0.8556,0.7338
i6_c2,0.8572,0.7393
i6_c3,0.8428,0.749
i6_g,0.8222,0.7799
i7_c0,0.872,0.7507
i7_c1,0.8572,0.7384
i7_c2,0.8564,0.7468
i7_c3,0.8516,0.7571
i7_g,0.8314,0.7842
i8_c0,0.8808,0.7573
i8_c1,0.8612,0.7521
i8_c2,0.87,0.7502
i8_c3,0.856,0.764
i8_g,0.8343,0.7919
i9_c0,0.8884,0.7682
i9_c1,0.8708,0.7585
i9_c2,0.8692,0.7609
i9_c3,0.8596,0.7734
i9_g,0.8415,0.7992
