,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.7824,0.7283,0.5992,0.5764
i0_c1,0.7742,0.7251,0.5614,0.5512
i0_g,0.6372,0.6283,,
i1_c0,0.8312,0.7715,0.6488,0.6104
i1_c1,0.8256,0.7724,0.6526,0.6354
i1_g,0.7089,0.6883,,
i2_c0,0.8438,0.7859,0.6508,0.6197
i2_c1,0.8434,0.7849,0.6786,0.6512
i2_g,0.7128,0.6918,,
i3_c0,0.861,0.7985,0.6984,0.6759
i3_c1,0.8466,0.7928,0.677,0.638
i3_g,0.7338,0.7122,,
i4_c0,0.865,0.7981,0.7058,0.6651
i4_c1,0.8654,0.7999,0.7036,0.674
i4_g,0.7501,0.7208,,
i5_c0,0.8676,0.796,0.7072,0.684
i5_c1,0.8662,0.8092,0.7404,0.6961
i5_g,0.7663,0.7436,,
i6_c0,0.8768,0.8037,0.7172,0.6875
i6_c1,0.8748,0.8107,0.711,0.6796
i6_g,0.7665,0.7399,,
i7_c0,0.8876,0.8177,0.7338,0.7017
i7_c1,0.8676,0.8121,0.7174,0.7003
i7_g,0.7874,0.7612,,
i8_c0,0.8914,0.8201,0.7498,0.7117
i8_c1,0.8756,0.8148,0.735,0.7185
i8_g,0.787,0.7676,,
i9_c0,0.8862,0.8135,0.766,0.7239
i9_c1,0.8748,0.8087,0.7428,0.707
i9_g,0.8036,0.7684,,
