,train_acc,test_acc
i0_c0,0.688,0.5565
i0_c1,0.672,0.5468
i0_c2,0.678,0.5463
i0_c3,0.6828,0.5698
i0_g,0.6401,0.6004
i1_c0,0.7424,0.6128
i1_c1,0.7268,0.605
i1_c2,0.7424,0.6027
i1_c3,0.724,0.6236
i1_g,0.6967,0.6507
i2_c0,0.7804,0.6519
i2_c1,0.754,0.6414
i2_c2,0.766,0.6392
i2_c3,0.7548,0.6623
i2_g,0.7271,0.6875
i3_c0,0.7944,0.6716
i3_c1,0.7808,0.6629
i3_c2,0.7896,0.6633
i3_c3,0.7836,0.6816
i3_g,0.7539,0.7096
i4_c0,0.8216,0.6925
i4_c1,0.7972,0.6849
i4_c2,0.8084,0.6844
i4_c3,0.79,0.7011
i4_g,0.7741,0.7311
i5_c0,0.83,0.7084
i5_c1,0.804,0.6978
i5_c2,0.8184,0.7036
i5_c3,0.8036,0.7191
i5_g,0.7879,0.7461
i6_c0,0.8396,0.7248
i6_c1,0.8284,0.7088
i6_c2,0.8272,0.7177
i6_c3,0.8156,0.7302
i6_g,0.794,0.7583
i7_c0,0.8496,0.7288
i7_c1,0.8348,0.7223
i7_c2,0.8332,0.7269
i7_c3,0.8296,0.7345
i7_g,0.8053,0.7674
i8_c0,0.8548,0.737
i8_c1,0.844,0.7303
i8_c2,0.8424,0.7352
i8_c3,0.8288,0.7407
i8_g,0.8144,0.7745
i9_c0,0.8564,0.747
i9_c1,0.8468,0.7374
i9_c2,0.8508,0.7384
i9_c3,0.8332,0.7513
i9_g,0.8182,0.7786
