,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.7808,0.7252,0.7812,0.7251
i0_c1,0.7684,0.7214,0.7682,0.7201
i0_g,0.7891,0.7624,,
i1_c0,0.8288,0.7649,0.8274,0.7652
i1_c1,0.82,0.7681,0.8212,0.768
i1_g,0.8409,0.8041,,
i2_c0,0.8358,0.7787,0.8352,0.7784
i2_c1,0.8364,0.779,0.8374,0.7789
i2_g,0.844,0.8112,,
i3_c0,0.8536,0.788,0.8532,0.7869
i3_c1,0.8344,0.7846,0.8352,0.7841
i3_g,0.8491,0.8121,,
i4_c0,0.8554,0.789,0.8548,0.7886
i4_c1,0.8572,0.792,0.8578,0.7923
i4_g,0.8606,0.8209,,
i5_c0,0.8596,0.7897,0.8606,0.7901
i5_c1,0.8556,0.8005,0.855,0.7994
i5_g,0.8591,0.823,,
i6_c0,0.8676,0.7968,0.8674,0.7965
i6_c1,0.8616,0.7997,0.8608,0.8006
i6_g,0.8634,0.8235,,
i7_c0,0.8766,0.8099,0.8764,0.8098
i7_c1,0.8594,0.8001,0.859,0.8002
i7_g,0.8716,0.8339,,
i8_c0,0.8738,0.8039,0.8724,0.8031
i8_c1,0.8644,0.806,0.8658,0.8059
i8_g,0.8692,0.829,,
i9_c0,0.8764,0.8029,0.8768,0.8034
i9_c1,0.8596,0.7985,0.8602,0.7976
i9_g,0.8686,0.8227,,
