file_name,train_acc,test_acc,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i0_c0.npy,0.8476,0.7112,0,c0,0.5713333333333334,0.0023371397523943927,0.5491119368066645,0.005287383908044616,0.8068,0.08819100483231455
i0_c1.npy,0.84,0.7005,0,c1,0.5679,0.005232908687654828,0.5470495913930363,0.0026428930910228393,0.7944,0.09284424232731579
i0_c2.npy,0.8348,0.6971,0,c2,0.5694666666666667,0.00024944382578490196,0.5483716640955915,0.00701207697237059,0.7997333333333333,0.08431517591091708
i0_c3.npy,0.8284,0.7156,0,c3,0.5666666666666667,0.005754611677216446,0.5460582463162487,0.0020921649057399163,0.7944,0.09409527086947571
i0_g.npy,0.7842,0.7501,0,g,0.5217583333333334,0.001236061172524318,0.514785561045287,0.0015366132236945469,0.7680000000000001,0.10178775302887214
i1_c0.npy,0.8832,0.7504,1,c0,0.5709333333333334,0.002746310656539478,0.5449512285723837,0.002301619375012801,0.8632666666666667,0.06782818162255436
i1_c1.npy,0.8736,0.7417,1,c1,0.5673,0.004161329915623912,0.5429177445171072,0.0013829365955850045,0.8536,0.07388387284561271
i1_c2.npy,0.8736,0.7402,1,c2,0.5672,0.001351542328847527,0.5433785443768032,0.0035866392575852604,0.8475333333333332,0.07099424076798219
i1_c3.npy,0.8628,0.754,1,c3,0.5585333333333334,0.0013249737942901334,0.5375426763883667,0.002749238995809308,0.8429333333333332,0.06749999176954685
i1_g.npy,0.832,0.7924,1,g,0.5227583333333333,0.0010121827349292784,0.5143411757277315,0.0008327275338176569,0.8204999999999999,0.07482100863616671
i2_c0.npy,0.9048,0.7572,2,c0,0.5710333333333334,0.00039015666369066336,0.5439166706488628,0.003609473784680116,0.8843333333333335,0.055425826310685024
i2_c1.npy,0.8892,0.7552,2,c1,0.5672333333333334,0.0018089284734953371,0.5419516106017729,0.002010961272949832,0.8712,0.057065576313571016
i2_c2.npy,0.8832,0.756,2,c2,0.5627666666666667,0.0008825468196582701,0.5392551781075295,0.0025802153285166417,0.866,0.05814464721709127
i2_c3.npy,0.8804,0.7729,2,c3,0.5625333333333334,0.0006699917080746927,0.5391928292171309,0.0037190863576062327,0.8657999999999998,0.057333527131455383
i2_g.npy,0.8462,0.8079,2,g,0.5200583333333333,0.0005396114857520494,0.5122797529705607,0.000679741679277128,0.8400833333333333,0.06068276572104764
i3_c0.npy,0.9104,0.7784,3,c0,0.5681333333333333,0.0015434449203720352,0.5412188927029556,0.0016351323701737986,0.8964666666666666,0.04868972056696249
i3_c1.npy,0.9012,0.7719,3,c1,0.5732666666666667,0.005579326920775396,0.5447521895858696,0.0008517340519682356,0.8909333333333332,0.05408470722445999
i3_c2.npy,0.8992,0.7747,3,c2,0.5614,0.0003055050463303557,0.5375206749058865,0.002335593787753397,0.8826,0.04821216997121507
i3_c3.npy,0.8952,0.7837,3,c3,0.5603333333333332,0.0015818414023606555,0.5367466289050687,0.001515983594897582,0.8834,0.05322042214538828
i3_g.npy,0.8597,0.8199,3,g,0.5221083333333333,0.0008288630097241154,0.5133501660705757,0.00040873488515065883,0.8515666666666667,0.051375794127412
