,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.878,0.7998,0.1256,0.1325
i0_c1,0.8716,0.805,0.1482,0.1543
i0_g,0.1393,0.1353,,
i1_c0,0.259,0.2437,0.1788,0.1698
i1_c1,0.2724,0.2445,0.1842,0.1815
i1_g,0.1956,0.1882,,
i2_c0,0.2682,0.2581,0.1956,0.1809
i2_c1,0.2704,0.2635,0.2282,0.2182
i2_g,0.2186,0.2147,,
i3_c0,0.2804,0.2641,0.2282,0.2395
i3_c1,0.284,0.2693,0.2258,0.2195
i3_g,0.2396,0.2423,,
i4_c0,0.2846,0.2824,0.2458,0.2424
i4_c1,0.2998,0.2853,0.2428,0.2299
i4_g,0.2544,0.2529,,
i5_c0,0.2918,0.2849,0.2796,0.2746
i5_c1,0.2988,0.2886,0.2718,0.257
i5_g,0.284,0.2853,,
i6_c0,0.314,0.3156,0.2546,0.2637
i6_c1,0.3254,0.3163,0.272,0.2677
i6_g,0.2779,0.2838,,
i7_c0,0.3138,0.3159,0.2862,0.2856
i7_c1,0.3236,0.3163,0.297,0.2831
i7_g,0.3038,0.3072,,
i8_c0,0.332,0.329,0.2794,0.2803
i8_c1,0.3362,0.3314,0.3072,0.2836
i8_g,0.3026,0.2918,,
i9_c0,0.3276,0.3194,0.2942,0.2859
i9_c1,0.3412,0.3188,0.3114,0.2968
i9_g,0.3095,0.3033,,
