,train_acc,test_acc
i0_c0,0.7304,0.6714
i0_c1,0.7354,0.6755
i0_g,0.7574,0.7248
i1_c0,0.7654,0.7165
i1_c1,0.7732,0.6988
i1_g,0.7932,0.7589
i2_c0,0.773,0.7083
i2_c1,0.781,0.7218
i2_g,0.8003,0.7632
i3_c0,0.7772,0.7281
i3_c1,0.785,0.7266
i3_g,0.8011,0.7688
i4_c0,0.7952,0.739
i4_c1,0.7998,0.7394
i4_g,0.8149,0.7795
i5_c0,0.8068,0.7413
i5_c1,0.7984,0.7464
i5_g,0.8199,0.7859
i6_c0,0.8192,0.7592
i6_c1,0.8114,0.7533
i6_g,0.8316,0.7927
i7_c0,0.8066,0.7472
i7_c1,0.8052,0.75
i7_g,0.8196,0.7892
i8_c0,0.8144,0.7585
i8_c1,0.8116,0.7529
i8_g,0.8357,0.8037
i9_c0,0.8196,0.7604
i9_c1,0.8128,0.7582
i9_g,0.8297,0.8028
