,train_acc,test_acc
i0_c0,0.7728,0.6312
i0_c1,0.7636,0.6296
i0_c2,0.7644,0.6189
i0_c3,0.7524,0.6429
i0_g,0.7203,0.6783
i1_c0,0.8308,0.6897
i1_c1,0.8068,0.6799
i1_c2,0.8112,0.687
i1_c3,0.8052,0.7007
i1_g,0.7751,0.7361
i2_c0,0.8536,0.719
i2_c1,0.8384,0.7146
i2_c2,0.846,0.7204
i2_c3,0.8312,0.7291
i2_g,0.805,0.7636
i3_c0,0.8752,0.7369
i3_c1,0.8604,0.7418
i3_c2,0.8608,0.7364
i3_c3,0.856,0.7539
i3_g,0.8226,0.7814
i4_c0,0.8852,0.7572
i4_c1,0.8712,0.7529
i4_c2,0.8668,0.7516
i4_c3,0.8656,0.7599
i4_g,0.8367,0.7944
i5_c0,0.8984,0.7648
i5_c1,0.8844,0.7574
i5_c2,0.8796,0.7642
i5_c3,0.87,0.7707
i5_g,0.8445,0.8063
i6_c0,0.8984,0.7763
i6_c1,0.8832,0.7699
i6_c2,0.8872,0.7712
i6_c3,0.8764,0.7803
i6_g,0.8537,0.8107
i7_c0,0.9044,0.782
i7_c1,0.8892,0.7756
i7_c2,0.8992,0.782
i7_c3,0.888,0.7857
i7_g,0.8591,0.8183
i8_c0,0.9092,0.7894
i8_c1,0.8992,0.7794
i8_c2,0.898,0.7849
i8_c3,0.8904,0.7911
i8_g,0.8635,0.8215
i9_c0,0.916,0.7902
i9_c1,0.9056,0.7848
i9_c2,0.898,0.7929
i9_c3,0.8972,0.7954
i9_g,0.8666,0.8279
