,train_acc,test_acc
i0_c0,0.6676,0.6031
i0_c1,0.686,0.6256
i0_g,0.7136,0.6767
i1_c0,0.7334,0.6791
i1_c1,0.7088,0.6469
i1_g,0.7626,0.732
i2_c0,0.7362,0.6745
i2_c1,0.726,0.6744
i2_g,0.7714,0.7358
i3_c0,0.7356,0.6763
i3_c1,0.7432,0.6929
i3_g,0.7719,0.7347
i4_c0,0.7368,0.6839
i4_c1,0.7398,0.7057
i4_g,0.7754,0.7508
i5_c0,0.7546,0.701
i5_c1,0.7458,0.6959
i5_g,0.7883,0.7591
i6_c0,0.7644,0.7158
i6_c1,0.7462,0.7046
i6_g,0.7985,0.7619
i7_c0,0.7734,0.7157
i7_c1,0.7574,0.7155
i7_g,0.7947,0.763
i8_c0,0.7786,0.71
i8_c1,0.7704,0.7184
i8_g,0.8061,0.7723
i9_c0,0.7624,0.7159
i9_c1,0.7658,0.7198
i9_g,0.8031,0.7637
