,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9252,0.7877,0.1092,0.1096
i0_c1,0.9084,0.7779,0.1192,0.1204
i0_c2,0.8992,0.7793,0.1428,0.1483
i0_c3,0.9012,0.7814,0.1436,0.1498
i0_g,0.1131,0.115,,
i1_c0,0.85,0.6775,0.1572,0.1566
i1_c1,0.8128,0.6691,0.2048,0.2021
i1_c2,0.8192,0.6571,0.1964,0.2018
i1_c3,0.808,0.6863,0.2016,0.1775
i1_g,0.2417,0.2309,,
i2_c0,0.8228,0.6593,0.1988,0.2018
i2_c1,0.8164,0.6552,0.1984,0.2001
i2_c2,0.8136,0.6621,0.2012,0.201
i2_c3,0.8188,0.6688,0.1516,0.1652
i2_g,0.2149,0.2235,,
i3_c0,0.8224,0.6655,0.184,0.1876
i3_c1,0.804,0.6571,0.2096,0.2031
i3_c2,0.808,0.6629,0.2084,0.1927
i3_c3,0.79,0.6622,0.1632,0.1671
i3_g,0.2336,0.2308,,
i4_c0,0.8252,0.665,0.1752,0.1818
i4_c1,0.8128,0.6639,0.1832,0.195
i4_c2,0.8256,0.6756,0.1684,0.1757
i4_c3,0.8084,0.679,0.208,0.2145
i4_g,0.2406,0.2479,,
i5_c0,0.8496,0.676,0.1656,0.1728
i5_c1,0.8252,0.6866,0.1912,0.2001
i5_c2,0.8344,0.6904,0.1672,0.1669
i5_c3,0.8304,0.6948,0.198,0.1909
i5_g,0.2189,0.2167,,
i6_c0,0.8536,0.6842,0.1788,0.1723
i6_c1,0.8328,0.6935,0.2036,0.1952
i6_c2,0.8412,0.6986,0.2188,0.2097
i6_c3,0.8496,0.7027,0.1872,0.1879
i6_g,0.2291,0.2301,,
i7_c0,0.842,0.6988,0.2056,0.1982
i7_c1,0.8452,0.6955,0.1852,0.187
i7_c2,0.8312,0.6862,0.1916,0.1914
i7_c3,0.8344,0.7095,0.1888,0.1925
i7_g,0.2518,0.251,,
i8_c0,0.8336,0.6836,0.1696,0.1773
i8_c1,0.8172,0.6909,0.1724,0.1789
i8_c2,0.822,0.6788,0.2204,0.2179
i8_c3,0.804,0.6866,0.236,0.2145
i8_g,0.2559,0.2579,,
i9_c0,0.8368,0.6863,0.198,0.2012
i9_c1,0.8356,0.6792,0.2152,0.2039
i9_c2,0.8264,0.692,0.1948,0.1867
i9_c3,0.814,0.6858,0.2084,0.1984
i9_g,0.2458,0.2443,,
