,train_acc,test_acc
i0_c0,0.8002,0.7251
i0_c1,0.7916,0.7179
i0_g,0.7843,0.7409
i1_c0,0.8442,0.7723
i1_c1,0.8402,0.7699
i1_g,0.8299,0.7933
i2_c0,0.8626,0.7844
i2_c1,0.8552,0.7873
i2_g,0.8477,0.8048
i3_c0,0.8728,0.798
i3_c1,0.866,0.7998
i3_g,0.8575,0.8203
i4_c0,0.8804,0.8038
i4_c1,0.8764,0.812
i4_g,0.8698,0.8261
i5_c0,0.8858,0.8085
i5_c1,0.881,0.8119
i5_g,0.8708,0.8243
i6_c0,0.8936,0.8165
i6_c1,0.8824,0.8176
i6_g,0.8752,0.8347
i7_c0,0.8914,0.8183
i7_c1,0.8892,0.8136
i7_g,0.8753,0.8341
i8_c0,0.8946,0.8196
i8_c1,0.889,0.8212
i8_g,0.8774,0.8385
i9_c0,0.8982,0.8217
i9_c1,0.8906,0.8193
i9_g,0.8806,0.8388
