,train_acc,test_acc
i0_c0,0.7492,0.6799
i0_c1,0.7486,0.6737
i0_g,0.7389,0.6984
i1_c0,0.797,0.7317
i1_c1,0.799,0.7317
i1_g,0.7851,0.751
i2_c0,0.8232,0.7513
i2_c1,0.8278,0.7572
i2_g,0.8143,0.7738
i3_c0,0.8524,0.7789
i3_c1,0.8378,0.7671
i3_g,0.8317,0.792
i4_c0,0.8554,0.7852
i4_c1,0.8512,0.7813
i4_g,0.842,0.8015
i5_c0,0.86,0.7951
i5_c1,0.861,0.7913
i5_g,0.8505,0.8076
i6_c0,0.8698,0.799
i6_c1,0.865,0.8003
i6_g,0.8573,0.8163
i7_c0,0.8684,0.7985
i7_c1,0.8698,0.8002
i7_g,0.8603,0.8199
i8_c0,0.8792,0.8081
i8_c1,0.8714,0.8065
i8_g,0.865,0.8216
i9_c0,0.884,0.8105
i9_c1,0.8792,0.8097
i9_g,0.8666,0.8284
