,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.932,0.6985,0.204,0.2076
i0_c1,0.9312,0.7034,0.1784,0.1873
i0_c2,0.928,0.6965,0.1904,0.1758
i0_c3,0.9176,0.6832,0.1648,0.1599
i0_c4,0.9192,0.7051,0.1848,0.1781
i0_c5,0.904,0.6965,0.1736,0.1685
i0_c6,0.9256,0.7023,0.2168,0.2069
i0_c7,0.9288,0.7202,0.1632,0.1337
i0_g,0.2443,0.2437,,
i1_c0,0.9656,0.6687,0.2592,0.2487
i1_c1,0.9504,0.6622,0.1912,0.1852
i1_c2,0.944,0.6621,0.1592,0.1531
i1_c3,0.9504,0.6586,0.2016,0.1977
i1_c4,0.9384,0.6877,0.1752,0.1774
i1_c5,0.9392,0.6829,0.2176,0.2259
i1_c6,0.9432,0.6608,0.1984,0.1915
i1_c7,0.9464,0.6936,0.2072,0.209
i1_g,0.2921,0.2955,,
i2_c0,0.9632,0.6632,0.2112,0.2054
i2_c1,0.9656,0.6667,0.2128,0.2069
i2_c2,0.9584,0.6797,0.1896,0.2001
i2_c3,0.9568,0.6766,0.2192,0.2222
i2_c4,0.9416,0.6825,0.224,0.2161
i2_c5,0.952,0.6821,0.2336,0.2372
i2_c6,0.9576,0.6865,0.184,0.1704
i2_c7,0.9488,0.701,0.272,0.2481
i2_g,0.3157,0.3196,,
i3_c0,0.9728,0.6829,0.2712,0.2511
i3_c1,0.9672,0.6791,0.1968,0.199
i3_c2,0.9608,0.6758,0.2544,0.262
i3_c3,0.9656,0.6719,0.2568,0.2521
i3_c4,0.956,0.6864,0.2232,0.2449
i3_c5,0.9568,0.6852,0.2552,0.2597
i3_c6,0.9592,0.6747,0.2688,0.2596
i3_c7,0.9496,0.7016,0.2264,0.2418
i3_g,0.3887,0.3986,,
i4_c0,0.9848,0.6867,0.244,0.2243
i4_c1,0.968,0.6804,0.2672,0.231
i4_c2,0.9696,0.682,0.26,0.2512
i4_c3,0.968,0.6771,0.2432,0.246
i4_c4,0.9544,0.6976,0.2672,0.2694
i4_c5,0.952,0.6917,0.2376,0.2417
i4_c6,0.9552,0.6916,0.2624,0.2537
i4_c7,0.9616,0.7125,0.224,0.2238
i4_g,0.3756,0.3741,,
i5_c0,0.9792,0.6785,0.2432,0.2459
i5_c1,0.968,0.6836,0.2944,0.2722
i5_c2,0.9712,0.6885,0.2128,0.2252
i5_c3,0.968,0.6851,0.2752,0.2701
i5_c4,0.9576,0.6927,0.2712,0.2443
i5_c5,0.9536,0.6949,0.2552,0.2408
i5_c6,0.9632,0.6981,0.2736,0.256
i5_c7,0.9664,0.7002,0.2856,0.2763
i5_g,0.4056,0.3926,,
i6_c0,0.976,0.6826,0.2392,0.2309
i6_c1,0.9656,0.6751,0.2544,0.24
i6_c2,0.9664,0.6725,0.2904,0.2766
i6_c3,0.956,0.6677,0.3096,0.3003
i6_c4,0.94,0.6906,0.3008,0.2818
i6_c5,0.9552,0.6734,0.324,0.3074
i6_c6,0.9496,0.6728,0.292,0.2516
i6_c7,0.9632,0.6925,0.2928,0.2661
i6_g,0.4051,0.4061,,
i7_c0,0.976,0.6902,0.3128,0.3105
i7_c1,0.9712,0.678,0.2896,0.2813
i7_c2,0.96,0.6799,0.284,0.2624
i7_c3,0.9648,0.6729,0.268,0.257
i7_c4,0.952,0.6884,0.284,0.2843
i7_c5,0.9648,0.6889,0.236,0.2434
i7_c6,0.9544,0.6864,0.2552,0.2439
i7_c7,0.9656,0.6934,0.2432,0.248
i7_g,0.3951,0.3965,,
i8_c0,0.9872,0.6955,0.3152,0.282
i8_c1,0.9664,0.6904,0.3528,0.3132
i8_c2,0.98,0.6858,0.2664,0.2704
i8_c3,0.9792,0.6885,0.3104,0.2775
i8_c4,0.9608,0.698,0.3024,0.3019
i8_c5,0.9672,0.7086,0.2992,0.2805
i8_c6,0.9584,0.6848,0.296,0.2779
i8_c7,0.9704,0.7088,0.3136,0.3106
i8_g,0.4436,0.4395,,
i9_c0,0.9792,0.689,0.328,0.3097
i9_c1,0.972,0.6824,0.2912,0.2635
i9_c2,0.9808,0.6804,0.2928,0.2795
i9_c3,0.9672,0.6959,0.2664,0.2683
i9_c4,0.9584,0.7013,0.328,0.2939
i9_c5,0.9736,0.7002,0.3344,0.3007
i9_c6,0.9624,0.698,0.2992,0.2832
i9_c7,0.9768,0.7078,0.3008,0.286
i9_g,0.4264,0.4195,,
