,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8934,0.8175,0.1258,0.1327
i0_c1,0.875,0.8094,0.1482,0.1545
i0_g,0.1396,0.1353,,
i1_c0,0.346,0.3143,0.209,0.1885
i1_c1,0.3568,0.3169,0.207,0.2075
i1_g,0.2281,0.2204,,
i2_c0,0.3462,0.3286,0.2196,0.205
i2_c1,0.3582,0.3358,0.2532,0.2418
i2_g,0.2503,0.2477,,
i3_c0,0.3642,0.3413,0.2636,0.2727
i3_c1,0.3676,0.3501,0.2546,0.2476
i3_g,0.2894,0.2859,,
i4_c0,0.374,0.355,0.2858,0.2802
i4_c1,0.3892,0.363,0.2748,0.2637
i4_g,0.3008,0.2933,,
i5_c0,0.381,0.3626,0.3188,0.3063
i5_c1,0.3906,0.3617,0.3092,0.2918
i5_g,0.3343,0.3274,,
i6_c0,0.4114,0.396,0.2936,0.3073
i6_c1,0.4078,0.3895,0.3104,0.3034
i6_g,0.3263,0.3274,,
i7_c0,0.4136,0.3974,0.3306,0.3225
i7_c1,0.4184,0.3933,0.3504,0.3241
i7_g,0.3549,0.3492,,
i8_c0,0.4232,0.4108,0.331,0.3242
i8_c1,0.4272,0.4075,0.3492,0.3287
i8_g,0.3588,0.35,,
i9_c0,0.4214,0.4074,0.3422,0.3282
i9_c1,0.438,0.4076,0.3586,0.348
i9_g,0.3742,0.3628,,
