,train_acc,test_acc
i0_c0,0.8496,0.774
i0_c1,0.8486,0.7712
i0_g,0.84,0.7961
i1_c0,0.8782,0.8056
i1_c1,0.877,0.8018
i1_g,0.865,0.8249
i2_c0,0.8898,0.8156
i2_c1,0.8822,0.8188
i2_g,0.8735,0.834
i3_c0,0.8986,0.823
i3_c1,0.891,0.8257
i3_g,0.8819,0.8395
i4_c0,0.9024,0.8246
i4_c1,0.8996,0.8245
i4_g,0.8864,0.842
i5_c0,0.904,0.8265
i5_c1,0.8954,0.8339
i5_g,0.8867,0.847
i6_c0,0.907,0.8306
i6_c1,0.9022,0.8327
i6_g,0.8903,0.847
i7_c0,0.9108,0.8289
i7_c1,0.9022,0.8342
i7_g,0.891,0.8483
i8_c0,0.9094,0.8326
i8_c1,0.9068,0.8322
i8_g,0.8907,0.851
i9_c0,0.9108,0.8349
i9_c1,0.9048,0.833
i9_g,0.8919,0.8477
