,train_acc,test_acc
i0_c0,0.8208,0.6918
i0_c1,0.8172,0.6836
i0_c2,0.8184,0.6826
i0_c3,0.8124,0.6961
i0_g,0.781,0.7512
i1_c0,0.858,0.7303
i1_c1,0.8512,0.7355
i1_c2,0.8456,0.7315
i1_c3,0.8436,0.7309
i1_g,0.8211,0.7893
i2_c0,0.8796,0.7455
i2_c1,0.8672,0.7412
i2_c2,0.8648,0.7487
i2_c3,0.8604,0.7514
i2_g,0.8382,0.7988
i3_c0,0.8868,0.7529
i3_c1,0.8764,0.7454
i3_c2,0.8812,0.7576
i3_c3,0.8704,0.7645
i3_g,0.8463,0.8076
i4_c0,0.8976,0.7627
i4_c1,0.8852,0.7604
i4_c2,0.888,0.7677
i4_c3,0.8812,0.7671
i4_g,0.856,0.8173
i5_c0,0.9028,0.7713
i5_c1,0.8972,0.7587
i5_c2,0.8908,0.7751
i5_c3,0.8876,0.7783
i5_g,0.859,0.8207
i6_c0,0.9056,0.7742
i6_c1,0.9012,0.7663
i6_c2,0.8856,0.7802
i6_c3,0.898,0.7852
i6_g,0.8639,0.828
i7_c0,0.9088,0.7775
i7_c1,0.8992,0.7799
i7_c2,0.9052,0.7863
i7_c3,0.8944,0.783
i7_g,0.8648,0.8306
i8_c0,0.9168,0.7807
i8_c1,0.902,0.7714
i8_c2,0.898,0.7861
i8_c3,0.8932,0.7855
i8_g,0.8662,0.8266
i9_c0,0.9188,0.7907
i9_c1,0.9032,0.7887
i9_c2,0.898,0.7915
i9_c3,0.8976,0.7885
i9_g,0.8686,0.8354
