,train_acc,test_acc
i0_c0,0.4704,0.4404
i0_c1,0.4466,0.4242
i0_g,0.5221,0.5011
i1_c0,0.5156,0.4785
i1_c1,0.495,0.4692
i1_g,0.5659,0.5453
i2_c0,0.5182,0.4927
i2_c1,0.5234,0.5017
i2_g,0.5785,0.5555
i3_c0,0.5372,0.4923
i3_c1,0.5242,0.4942
i3_g,0.5902,0.5661
i4_c0,0.5376,0.4972
i4_c1,0.571,0.5339
i4_g,0.6048,0.5846
i5_c0,0.5658,0.5262
i5_c1,0.5482,0.5199
i5_g,0.6065,0.5806
i6_c0,0.5862,0.5408
i6_c1,0.584,0.5457
i6_g,0.6314,0.6084
i7_c0,0.5896,0.5507
i7_c1,0.6028,0.5653
i7_g,0.6415,0.6171
i8_c0,0.5948,0.5715
i8_c1,0.5758,0.5513
i8_g,0.648,0.6242
i9_c0,0.61,0.5657
i9_c1,0.5948,0.5723
i9_g,0.6542,0.6303
