,train_acc,test_acc
i0_c0,0.6312,0.4786
i0_c1,0.6608,0.4756
i0_c2,0.6368,0.4621
i0_c3,0.648,0.4703
i0_c4,0.6424,0.4774
i0_c5,0.6456,0.4751
i0_c6,0.6288,0.4786
i0_c7,0.6272,0.4872
i0_g,0.5697,0.5311
i1_c0,0.68,0.5153
i1_c1,0.7032,0.516
i1_c2,0.692,0.5102
i1_c3,0.692,0.5088
i1_c4,0.6824,0.5142
i1_c5,0.6952,0.5172
i1_c6,0.6808,0.5176
i1_c7,0.6808,0.5293
i1_g,0.6152,0.5713
i2_c0,0.712,0.5413
i2_c1,0.7248,0.5451
i2_c2,0.7152,0.5347
i2_c3,0.716,0.5377
i2_c4,0.6992,0.5389
i2_c5,0.72,0.5434
i2_c6,0.7056,0.5486
i2_c7,0.7008,0.5603
i2_g,0.6435,0.5993
i3_c0,0.7256,0.5604
i3_c1,0.7432,0.5652
i3_c2,0.7272,0.5577
i3_c3,0.7384,0.5558
i3_c4,0.72,0.5611
i3_c5,0.7368,0.5654
i3_c6,0.7296,0.5689
i3_c7,0.72,0.5814
i3_g,0.6663,0.6237
i4_c0,0.7448,0.5754
i4_c1,0.7584,0.5838
i4_c2,0.7392,0.5771
i4_c3,0.752,0.5752
i4_c4,0.736,0.5758
i4_c5,0.7536,0.5849
i4_c6,0.7392,0.5849
i4_c7,0.7368,0.598
i4_g,0.6838,0.6406
i5_c0,0.7704,0.5925
i5_c1,0.7688,0.5987
i5_c2,0.7608,0.5911
i5_c3,0.7672,0.5858
i5_c4,0.7432,0.588
i5_c5,0.7672,0.5991
i5_c6,0.7504,0.5969
i5_c7,0.7448,0.611
i5_g,0.7005,0.6539
i6_c0,0.78,0.6037
i6_c1,0.7776,0.6109
i6_c2,0.7672,0.6022
i6_c3,0.7784,0.6003
i6_c4,0.7576,0.6021
i6_c5,0.7816,0.6158
i6_c6,0.7592,0.6094
i6_c7,0.7592,0.6226
i6_g,0.7123,0.6668
i7_c0,0.7912,0.6184
i7_c1,0.7904,0.6237
i7_c2,0.7768,0.6157
i7_c3,0.7904,0.6114
i7_c4,0.7672,0.6133
i7_c5,0.792,0.6268
i7_c6,0.7672,0.623
i7_c7,0.7656,0.6383
i7_g,0.7227,0.6769
i8_c0,0.7984,0.6287
i8_c1,0.8032,0.6366
i8_c2,0.7832,0.6225
i8_c3,0.8,0.6219
i8_c4,0.7792,0.6238
i8_c5,0.8024,0.639
i8_c6,0.7728,0.6353
i8_c7,0.7752,0.6495
i8_g,0.7359,0.6882
i9_c0,0.8024,0.6383
i9_c1,0.8072,0.6462
i9_c2,0.7904,0.6361
i9_c3,0.8024,0.6306
i9_c4,0.7904,0.6324
i9_c5,0.8056,0.6445
i9_c6,0.7824,0.6474
i9_c7,0.7856,0.6568
i9_g,0.7434,0.6979
