,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8642,0.7995,0.5676,0.5386
i0_c1,0.852,0.7859,0.5164,0.4999
i0_g,0.6083,0.5799,,
i1_c0,0.8786,0.8097,0.5868,0.5687
i1_c1,0.865,0.8086,0.5762,0.5534
i1_g,0.6462,0.6178,,
i2_c0,0.8794,0.8007,0.6182,0.5886
i2_c1,0.8574,0.8007,0.602,0.5773
i2_g,0.6694,0.6556,,
i3_c0,0.8798,0.8117,0.5758,0.5623
i3_c1,0.875,0.8165,0.604,0.5768
i3_g,0.6613,0.6428,,
i4_c0,0.8818,0.8103,0.5746,0.565
i4_c1,0.8756,0.8144,0.6026,0.5891
i4_g,0.6586,0.6438,,
i5_c0,0.8876,0.8152,0.5906,0.5671
i5_c1,0.8664,0.8052,0.5894,0.5609
i5_g,0.6575,0.6404,,
i6_c0,0.877,0.8176,0.6002,0.5748
i6_c1,0.8772,0.8065,0.5584,0.5428
i6_g,0.625,0.6191,,
i7_c0,0.8768,0.806,0.5934,0.5799
i7_c1,0.879,0.8188,0.5898,0.5784
i7_g,0.6627,0.6495,,
i8_c0,0.8866,0.8094,0.5832,0.5697
i8_c1,0.872,0.8121,0.582,0.5832
i8_g,0.6582,0.6462,,
i9_c0,0.8912,0.8144,0.6086,0.5794
i9_c1,0.8788,0.8158,0.6038,0.5841
i9_g,0.672,0.6593,,
