,train_acc,test_acc
i0_c0,0.019230769230769232,0.0127
i0_c1,0.01282051282051282,0.0138
i0_c2,0.03205128205128205,0.0129
i0_c3,0.016025641025641024,0.0151
i0_c4,0.019230769230769232,0.0118
i0_c5,0.022435897435897436,0.0163
i0_c6,0.019230769230769232,0.0151
i0_c7,0.0,0.0096
i0_c8,0.03205128205128205,0.0128
i0_c9,0.022435897435897436,0.0114
i0_c10,0.00641025641025641,0.0097
i0_c11,0.028846153846153848,0.0115
i0_c12,0.019230769230769232,0.0125
i0_c13,0.016025641025641024,0.0106
i0_c14,0.01282051282051282,0.0104
i0_c15,0.019230769230769232,0.0104
i0_c16,0.016025641025641024,0.0109
i0_c17,0.01282051282051282,0.0091
i0_c18,0.019230769230769232,0.01
i0_c19,0.009615384615384616,0.0119
i0_c20,0.019230769230769232,0.0109
i0_c21,0.016025641025641024,0.0086
i0_c22,0.022435897435897436,0.0138
i0_c23,0.02564102564102564,0.0167
i0_c24,0.022435897435897436,0.0118
i0_c25,0.016025641025641024,0.0095
i0_c26,0.016025641025641024,0.0113
i0_c27,0.028846153846153848,0.0136
i0_c28,0.01282051282051282,0.0115
i0_c29,0.019230769230769232,0.0124
i0_c30,0.009615384615384616,0.0101
i0_c31,0.019230769230769232,0.011
i0_g,0.0247,0.0277
i1_c0,0.016025641025641024,0.0134
i1_c1,0.016025641025641024,0.011
i1_c2,0.022435897435897436,0.0128
i1_c3,0.009615384615384616,0.0129
i1_c4,0.009615384615384616,0.0101
i1_c5,0.003205128205128205,0.0115
i1_c6,0.03205128205128205,0.0152
i1_c7,0.016025641025641024,0.0162
i1_c8,0.019230769230769232,0.011
i1_c9,0.019230769230769232,0.0137
i1_c10,0.02564102564102564,0.0145
i1_c11,0.009615384615384616,0.0107
i1_c12,0.022435897435897436,0.0131
i1_c13,0.022435897435897436,0.0172
i1_c14,0.02564102564102564,0.0143
i1_c15,0.009615384615384616,0.0119
i1_c16,0.02564102564102564,0.0126
i1_c17,0.00641025641025641,0.0106
i1_c18,0.01282051282051282,0.0109
i1_c19,0.019230769230769232,0.0118
i1_c20,0.003205128205128205,0.0143
i1_c21,0.009615384615384616,0.0101
i1_c22,0.028846153846153848,0.0132
i1_c23,0.009615384615384616,0.0116
i1_c24,0.03205128205128205,0.015
i1_c25,0.022435897435897436,0.0121
i1_c26,0.019230769230769232,0.0159
i1_c27,0.009615384615384616,0.0095
i1_c28,0.02564102564102564,0.0104
i1_c29,0.019230769230769232,0.0106
i1_c30,0.016025641025641024,0.014
i1_c31,0.02564102564102564,0.0174
i1_g,0.0295,0.0263
i2_c0,0.01282051282051282,0.014
i2_c1,0.01282051282051282,0.0118
i2_c2,0.019230769230769232,0.0128
i2_c3,0.016025641025641024,0.0143
i2_c4,0.009615384615384616,0.0123
i2_c5,0.016025641025641024,0.0156
i2_c6,0.01282051282051282,0.0131
i2_c7,0.022435897435897436,0.0145
i2_c8,0.019230769230769232,0.0135
i2_c9,0.016025641025641024,0.0137
i2_c10,0.009615384615384616,0.015
i2_c11,0.009615384615384616,0.0151
i2_c12,0.009615384615384616,0.0152
i2_c13,0.028846153846153848,0.0183
i2_c14,0.03205128205128205,0.0126
i2_c15,0.00641025641025641,0.0128
i2_c16,0.009615384615384616,0.0111
i2_c17,0.003205128205128205,0.0107
i2_c18,0.022435897435897436,0.0165
i2_c19,0.019230769230769232,0.0143
i2_c20,0.028846153846153848,0.0123
i2_c21,0.016025641025641024,0.0146
i2_c22,0.02564102564102564,0.0121
i2_c23,0.03205128205128205,0.0179
i2_c24,0.028846153846153848,0.0168
i2_c25,0.022435897435897436,0.012
i2_c26,0.00641025641025641,0.0142
i2_c27,0.022435897435897436,0.013
i2_c28,0.016025641025641024,0.0134
i2_c29,0.019230769230769232,0.0136
i2_c30,0.0,0.0135
i2_c31,0.01282051282051282,0.0108
i2_g,0.0278,0.0273
i3_c0,0.016025641025641024,0.0197
i3_c1,0.022435897435897436,0.0122
i3_c2,0.009615384615384616,0.0111
i3_c3,0.00641025641025641,0.0138
i3_c4,0.022435897435897436,0.014
i3_c5,0.019230769230769232,0.0156
i3_c6,0.03205128205128205,0.0131
i3_c7,0.009615384615384616,0.0157
i3_c8,0.0,0.0113
i3_c9,0.01282051282051282,0.0125
i3_c10,0.03205128205128205,0.0144
i3_c11,0.009615384615384616,0.0131
i3_c12,0.022435897435897436,0.0146
i3_c13,0.03205128205128205,0.0118
i3_c14,0.00641025641025641,0.0121
i3_c15,0.022435897435897436,0.014
i3_c16,0.00641025641025641,0.0107
i3_c17,0.02564102564102564,0.0122
i3_c18,0.016025641025641024,0.0112
i3_c19,0.022435897435897436,0.0124
i3_c20,0.019230769230769232,0.011
i3_c21,0.00641025641025641,0.013
i3_c22,0.009615384615384616,0.0112
i3_c23,0.019230769230769232,0.0116
i3_c24,0.035256410256410256,0.0191
i3_c25,0.016025641025641024,0.0153
i3_c26,0.019230769230769232,0.0165
i3_c27,0.016025641025641024,0.0137
i3_c28,0.016025641025641024,0.0094
i3_c29,0.01282051282051282,0.0168
i3_c30,0.022435897435897436,0.0157
i3_c31,0.009615384615384616,0.0139
i3_g,0.0337,0.0275
i4_c0,0.028846153846153848,0.0161
i4_c1,0.003205128205128205,0.0118
i4_c2,0.009615384615384616,0.0123
i4_c3,0.0,0.01
i4_c4,0.028846153846153848,0.0181
i4_c5,0.038461538461538464,0.0157
i4_c6,0.022435897435897436,0.01
i4_c7,0.00641025641025641,0.0142
i4_c8,0.01282051282051282,0.0137
i4_c9,0.009615384615384616,0.0135
i4_c10,0.009615384615384616,0.0156
i4_c11,0.016025641025641024,0.0126
i4_c12,0.028846153846153848,0.0144
i4_c13,0.016025641025641024,0.0163
i4_c14,0.009615384615384616,0.0117
i4_c15,0.009615384615384616,0.015
i4_c16,0.01282051282051282,0.018
i4_c17,0.016025641025641024,0.0126
i4_c18,0.01282051282051282,0.0128
i4_c19,0.022435897435897436,0.0133
i4_c20,0.03205128205128205,0.0183
i4_c21,0.00641025641025641,0.012
i4_c22,0.022435897435897436,0.0191
i4_c23,0.019230769230769232,0.0108
i4_c24,0.041666666666666664,0.0213
i4_c25,0.019230769230769232,0.0157
i4_c26,0.03205128205128205,0.0142
i4_c27,0.009615384615384616,0.0101
i4_c28,0.01282051282051282,0.0181
i4_c29,0.016025641025641024,0.0122
i4_c30,0.009615384615384616,0.0113
i4_c31,0.01282051282051282,0.011
i4_g,0.0358,0.0305
i5_c0,0.01282051282051282,0.0134
i5_c1,0.016025641025641024,0.0131
i5_c2,0.019230769230769232,0.0161
i5_c3,0.022435897435897436,0.0166
i5_c4,0.022435897435897436,0.0125
i5_c5,0.003205128205128205,0.0179
i5_c6,0.02564102564102564,0.0111
i5_c7,0.009615384615384616,0.0147
i5_c8,0.009615384615384616,0.0136
i5_c9,0.01282051282051282,0.0157
i5_c10,0.01282051282051282,0.0134
i5_c11,0.019230769230769232,0.0129
i5_c12,0.03205128205128205,0.0159
i5_c13,0.02564102564102564,0.0175
i5_c14,0.035256410256410256,0.0156
i5_c15,0.01282051282051282,0.0121
i5_c16,0.01282051282051282,0.0135
i5_c17,0.01282051282051282,0.012
i5_c18,0.035256410256410256,0.0152
i5_c19,0.00641025641025641,0.0166
i5_c20,0.03205128205128205,0.0137
i5_c21,0.019230769230769232,0.0164
i5_c22,0.01282051282051282,0.0153
i5_c23,0.04807692307692308,0.0161
i5_c24,0.035256410256410256,0.0171
i5_c25,0.022435897435897436,0.017
i5_c26,0.009615384615384616,0.0132
i5_c27,0.02564102564102564,0.014
i5_c28,0.028846153846153848,0.0126
i5_c29,0.01282051282051282,0.0113
i5_c30,0.022435897435897436,0.0123
i5_c31,0.02564102564102564,0.0116
i5_g,0.0355,0.0299
i6_c0,0.01282051282051282,0.0148
i6_c1,0.041666666666666664,0.0197
i6_c2,0.009615384615384616,0.0234
i6_c3,0.02564102564102564,0.0112
i6_c4,0.016025641025641024,0.0185
i6_c5,0.016025641025641024,0.0152
i6_c6,0.02564102564102564,0.0151
i6_c7,0.01282051282051282,0.0121
i6_c8,0.019230769230769232,0.0125
i6_c9,0.02564102564102564,0.015
i6_c10,0.01282051282051282,0.016
i6_c11,0.016025641025641024,0.0156
i6_c12,0.038461538461538464,0.0178
i6_c13,0.019230769230769232,0.0173
i6_c14,0.019230769230769232,0.0155
i6_c15,0.019230769230769232,0.016
i6_c16,0.01282051282051282,0.0122
i6_c17,0.019230769230769232,0.0136
i6_c18,0.00641025641025641,0.0108
i6_c19,0.019230769230769232,0.0136
i6_c20,0.022435897435897436,0.0188
i6_c21,0.019230769230769232,0.0121
i6_c22,0.019230769230769232,0.0162
i6_c23,0.028846153846153848,0.0178
i6_c24,0.01282051282051282,0.0132
i6_c25,0.016025641025641024,0.0133
i6_c26,0.016025641025641024,0.0148
i6_c27,0.022435897435897436,0.016
i6_c28,0.02564102564102564,0.016
i6_c29,0.022435897435897436,0.0156
i6_c30,0.02564102564102564,0.0161
i6_c31,0.038461538461538464,0.0127
i6_g,0.0339,0.0317
i7_c0,0.016025641025641024,0.0127
i7_c1,0.01282051282051282,0.015
i7_c2,0.022435897435897436,0.0145
i7_c3,0.00641025641025641,0.0134
i7_c4,0.019230769230769232,0.0133
i7_c5,0.009615384615384616,0.0157
i7_c6,0.022435897435897436,0.0166
i7_c7,0.022435897435897436,0.0142
i7_c8,0.02564102564102564,0.0126
i7_c9,0.022435897435897436,0.0154
i7_c10,0.016025641025641024,0.014
i7_c11,0.038461538461538464,0.0166
i7_c12,0.028846153846153848,0.0198
i7_c13,0.01282051282051282,0.0142
i7_c14,0.02564102564102564,0.0213
i7_c15,0.019230769230769232,0.014
i7_c16,0.016025641025641024,0.0194
i7_c17,0.009615384615384616,0.014
i7_c18,0.019230769230769232,0.0129
i7_c19,0.003205128205128205,0.0107
i7_c20,0.016025641025641024,0.0171
i7_c21,0.03205128205128205,0.0173
i7_c22,0.022435897435897436,0.0132
i7_c23,0.041666666666666664,0.0159
i7_c24,0.019230769230769232,0.0198
i7_c25,0.022435897435897436,0.0126
i7_c26,0.019230769230769232,0.0181
i7_c27,0.01282051282051282,0.0107
i7_c28,0.028846153846153848,0.016
i7_c29,0.022435897435897436,0.0128
i7_c30,0.02564102564102564,0.0194
i7_c31,0.035256410256410256,0.015
i7_g,0.0343,0.0315
i8_c0,0.019230769230769232,0.0162
i8_c1,0.02564102564102564,0.0201
i8_c2,0.022435897435897436,0.0194
i8_c3,0.00641025641025641,0.0165
i8_c4,0.016025641025641024,0.0148
i8_c5,0.022435897435897436,0.0147
i8_c6,0.019230769230769232,0.0154
i8_c7,0.022435897435897436,0.0219
i8_c8,0.02564102564102564,0.0228
i8_c9,0.019230769230769232,0.0156
i8_c10,0.01282051282051282,0.0142
i8_c11,0.019230769230769232,0.0141
i8_c12,0.028846153846153848,0.0185
i8_c13,0.028846153846153848,0.017
i8_c14,0.022435897435897436,0.016
i8_c15,0.01282051282051282,0.014
i8_c16,0.019230769230769232,0.0166
i8_c17,0.016025641025641024,0.0154
i8_c18,0.00641025641025641,0.016
i8_c19,0.022435897435897436,0.0166
i8_c20,0.019230769230769232,0.0199
