,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.906,0.8265,0.6976,0.6624
i0_c1,0.896,0.8244,0.6768,0.6482
i0_g,0.7505,0.7224,,
i1_c0,0.9148,0.831,0.7288,0.685
i1_c1,0.902,0.8311,0.6886,0.6647
i1_g,0.7606,0.7487,,
i2_c0,0.918,0.8306,0.7656,0.7155
i2_c1,0.9086,0.8341,0.7422,0.7149
i2_g,0.7902,0.7693,,
i3_c0,0.9194,0.8317,0.762,0.7223
i3_c1,0.9122,0.8368,0.7366,0.7132
i3_g,0.7968,0.7763,,
i4_c0,0.922,0.836,0.765,0.734
i4_c1,0.9136,0.8408,0.754,0.7196
i4_g,0.7983,0.7824,,
i5_c0,0.922,0.8368,0.756,0.7292
i5_c1,0.9182,0.8362,0.735,0.7033
i5_g,0.7919,0.7758,,
i6_c0,0.9236,0.8367,0.7584,0.7145
i6_c1,0.9136,0.836,0.7394,0.724
i6_g,0.7997,0.7773,,
i7_c0,0.9224,0.8375,0.7718,0.7292
i7_c1,0.9232,0.8399,0.7404,0.6992
i7_g,0.8026,0.7728,,
i8_c0,0.9274,0.8377,0.7748,0.734
i8_c1,0.9238,0.8357,0.7448,0.7257
i8_g,0.8062,0.7859,,
i9_c0,0.9238,0.8366,0.775,0.7211
i9_c1,0.9168,0.8376,0.7596,0.7271
i9_g,0.8056,0.7807,,
