,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8668,0.7981,0.8666,0.7974
i0_c1,0.8588,0.7918,0.8588,0.7927
i0_g,0.8625,0.8247,,
i1_c0,0.8812,0.8169,0.8806,0.8163
i1_c1,0.8674,0.8072,0.8684,0.8081
i1_g,0.8743,0.842,,
i2_c0,0.8858,0.8164,0.886,0.8163
i2_c1,0.875,0.8128,0.8758,0.8137
i2_g,0.8771,0.8417,,
i3_c0,0.8848,0.8146,0.8852,0.8153
i3_c1,0.8714,0.8092,0.8716,0.8092
i3_g,0.8746,0.8388,,
i4_c0,0.8846,0.8109,0.8852,0.8118
i4_c1,0.871,0.8079,0.8718,0.8079
i4_g,0.8741,0.8401,,
i5_c0,0.8854,0.8068,0.8854,0.8069
i5_c1,0.8774,0.8073,0.877,0.8073
i5_g,0.8787,0.8379,,
i6_c0,0.8886,0.8131,0.8892,0.8135
i6_c1,0.8784,0.8182,0.8786,0.819
i6_g,0.8803,0.8431,,
i7_c0,0.8894,0.8153,0.8892,0.8152
i7_c1,0.8778,0.8132,0.8786,0.813
i7_g,0.8801,0.8388,,
i8_c0,0.887,0.809,0.886,0.8083
i8_c1,0.8698,0.81,0.8698,0.8089
i8_g,0.8755,0.8378,,
i9_c0,0.8822,0.8061,0.8824,0.8053
i9_c1,0.879,0.8174,0.8802,0.8177
i9_g,0.8783,0.8404,,
