,train_acc,test_acc
i0_c0,0.40384615384615385,0.0667
i0_c1,0.36538461538461536,0.0641
i0_c2,0.32051282051282054,0.0472
i0_c3,0.4230769230769231,0.0783
i0_c4,0.3173076923076923,0.041
i0_c5,0.32371794871794873,0.0465
i0_c6,0.391025641025641,0.0401
i0_c7,0.5064102564102564,0.0702
i0_c8,0.47115384615384615,0.087
i0_c9,0.34935897435897434,0.0539
i0_c10,0.4935897435897436,0.0676
i0_c11,0.4583333333333333,0.0646
i0_c12,0.41346153846153844,0.0685
i0_c13,0.30128205128205127,0.062
i0_c14,0.47435897435897434,0.0519
i0_c15,0.483974358974359,0.068
i0_c16,0.4551282051282051,0.0739
i0_c17,0.4519230769230769,0.0575
i0_c18,0.47115384615384615,0.0539
i0_c19,0.5416666666666666,0.0812
i0_c20,0.32371794871794873,0.0456
i0_c21,0.32371794871794873,0.0432
i0_c22,0.3557692307692308,0.0409
i0_c23,0.28846153846153844,0.0684
i0_c24,0.23076923076923078,0.0303
i0_c25,0.3782051282051282,0.0512
i0_c26,0.3974358974358974,0.0606
i0_c27,0.38461538461538464,0.0764
i0_c28,0.3269230769230769,0.0322
i0_c29,0.5064102564102564,0.0853
i0_c30,0.47435897435897434,0.0508
i0_c31,0.5160256410256411,0.0731
i0_g,0.0391,0.0322
i1_c0,0.44551282051282054,0.0932
i1_c1,0.47115384615384615,0.0859
i1_c2,0.4358974358974359,0.0712
i1_c3,0.4967948717948718,0.0941
i1_c4,0.49038461538461536,0.0791
i1_c5,0.4807692307692308,0.0736
i1_c6,0.49038461538461536,0.0763
i1_c7,0.5416666666666666,0.0968
i1_c8,0.5064102564102564,0.1089
i1_c9,0.4775641025641026,0.0781
i1_c10,0.49038461538461536,0.0924
i1_c11,0.5576923076923077,0.1002
i1_c12,0.49038461538461536,0.0995
i1_c13,0.3269230769230769,0.0938
i1_c14,0.5833333333333334,0.11
i1_c15,0.5224358974358975,0.0862
i1_c16,0.5192307692307693,0.0979
i1_c17,0.5737179487179487,0.0958
i1_c18,0.5576923076923077,0.1095
i1_c19,0.6057692307692307,0.1013
i1_c20,0.4583333333333333,0.0707
i1_c21,0.46474358974358976,0.0822
i1_c22,0.5032051282051282,0.0948
i1_c23,0.3685897435897436,0.084
i1_c24,0.3685897435897436,0.0584
i1_c25,0.4230769230769231,0.0743
i1_c26,0.3974358974358974,0.0903
i1_c27,0.5,0.1156
i1_c28,0.3974358974358974,0.0446
i1_c29,0.5032051282051282,0.0968
i1_c30,0.5705128205128205,0.1012
i1_c31,0.5576923076923077,0.103
i1_g,0.0958,0.0795
i2_c0,0.5544871794871795,0.138
i2_c1,0.4935897435897436,0.1013
i2_c2,0.4198717948717949,0.0799
i2_c3,0.5512820512820513,0.1239
i2_c4,0.4935897435897436,0.0933
i2_c5,0.5256410256410257,0.0956
i2_c6,0.4967948717948718,0.0967
i2_c7,0.6217948717948718,0.1441
i2_c8,0.6057692307692307,0.1654
i2_c9,0.4807692307692308,0.0973
i2_c10,0.6217948717948718,0.1475
i2_c11,0.5673076923076923,0.1471
i2_c12,0.5673076923076923,0.1305
i2_c13,0.4166666666666667,0.1177
i2_c14,0.6602564102564102,0.1366
i2_c15,0.6025641025641025,0.1219
i2_c16,0.5993589743589743,0.1519
i2_c17,0.6538461538461539,0.1469
i2_c18,0.5833333333333334,0.1338
i2_c19,0.6346153846153846,0.1287
i2_c20,0.5512820512820513,0.1067
i2_c21,0.5160256410256411,0.1065
i2_c22,0.5,0.1029
i2_c23,0.391025641025641,0.0987
i2_c24,0.38461538461538464,0.0778
i2_c25,0.5993589743589743,0.1364
i2_c26,0.5,0.093
i2_c27,0.48717948717948717,0.1421
i2_c28,0.5064102564102564,0.0881
i2_c29,0.5705128205128205,0.1368
i2_c30,0.6282051282051282,0.1331
i2_c31,0.6314102564102564,0.1399
i2_g,0.1526,0.1281
i3_c0,0.5608974358974359,0.1569
i3_c1,0.5673076923076923,0.1383
i3_c2,0.5224358974358975,0.1023
i3_c3,0.5544871794871795,0.1421
i3_c4,0.5737179487179487,0.1246
i3_c5,0.5512820512820513,0.1218
i3_c6,0.5608974358974359,0.1269
i3_c7,0.6923076923076923,0.1688
i3_c8,0.5737179487179487,0.1884
i3_c9,0.5224358974358975,0.112
i3_c10,0.6314102564102564,0.1697
i3_c11,0.6442307692307693,0.1394
i3_c12,0.592948717948718,0.1526
i3_c13,0.4807692307692308,0.1343
i3_c14,0.7083333333333334,0.1556
i3_c15,0.6217948717948718,0.1607
i3_c16,0.6538461538461539,0.1768
i3_c17,0.6602564102564102,0.1786
i3_c18,0.6185897435897436,0.16
i3_c19,0.6826923076923077,0.1753
i3_c20,0.5993589743589743,0.1245
i3_c21,0.5576923076923077,0.1323
i3_c22,0.5641025641025641,0.1277
i3_c23,0.4326923076923077,0.1101
i3_c24,0.48717948717948717,0.1173
i3_c25,0.5865384615384616,0.1527
i3_c26,0.5224358974358975,0.1158
i3_c27,0.5288461538461539,0.1578
i3_c28,0.5576923076923077,0.1131
i3_c29,0.6025641025641025,0.1657
i3_c30,0.6314102564102564,0.159
i3_c31,0.592948717948718,0.1532
i3_g,0.1982,0.1578
i4_c0,0.6089743589743589,0.1848
i4_c1,0.6089743589743589,0.1607
i4_c2,0.5801282051282052,0.119
i4_c3,0.5993589743589743,0.1724
i4_c4,0.6410256410256411,0.1505
i4_c5,0.6057692307692307,0.1381
i4_c6,0.5993589743589743,0.1439
i4_c7,0.6762820512820513,0.1742
i4_c8,0.592948717948718,0.1849
i4_c9,0.6057692307692307,0.1282
i4_c10,0.6730769230769231,0.1757
i4_c11,0.6602564102564102,0.1755
i4_c12,0.5993589743589743,0.1697
i4_c13,0.5608974358974359,0.1559
i4_c14,0.7307692307692307,0.1822
i4_c15,0.7083333333333334,0.2011
i4_c16,0.6666666666666666,0.1976
i4_c17,0.717948717948718,0.2307
i4_c18,0.6282051282051282,0.1815
i4_c19,0.6923076923076923,0.2017
i4_c20,0.657051282051282,0.1643
i4_c21,0.657051282051282,0.1728
i4_c22,0.5961538461538461,0.1492
i4_c23,0.5096153846153846,0.1268
i4_c24,0.5192307692307693,0.1308
i4_c25,0.6538461538461539,0.1738
i4_c26,0.592948717948718,0.1463
i4_c27,0.5705128205128205,0.1848
i4_c28,0.6442307692307693,0.1641
i4_c29,0.6378205128205128,0.1779
i4_c30,0.6762820512820513,0.1731
i4_c31,0.6442307692307693,0.1813
i4_g,0.2533,0.195
i5_c0,0.6217948717948718,0.2034
i5_c1,0.6474358974358975,0.1837
i5_c2,0.6089743589743589,0.1469
i5_c3,0.6474358974358975,0.1775
i5_c4,0.6698717948717948,0.1834
i5_c5,0.5961538461538461,0.1527
i5_c6,0.6314102564102564,0.1706
i5_c7,0.75,0.2122
i5_c8,0.6762820512820513,0.2066
i5_c9,0.6153846153846154,0.1411
i5_c10,0.6634615384615384,0.1953
i5_c11,0.6730769230769231,0.1881
i5_c12,0.6474358974358975,0.1859
i5_c13,0.5608974358974359,0.1601
i5_c14,0.7660256410256411,0.2179
i5_c15,0.7051282051282052,0.2228
i5_c16,0.7115384615384616,0.2269
i5_c17,0.717948717948718,0.2534
i5_c18,0.6762820512820513,0.2231
i5_c19,0.7243589743589743,0.2334
i5_c20,0.6891025641025641,0.1923
i5_c21,0.6506410256410257,0.1817
i5_c22,0.6538461538461539,0.1883
i5_c23,0.5673076923076923,0.147
i5_c24,0.5480769230769231,0.1456
i5_c25,0.6442307692307693,0.1958
i5_c26,0.625,0.1576
i5_c27,0.5961538461538461,0.2022
i5_c28,0.6730769230769231,0.1843
i5_c29,0.6923076923076923,0.2015
i5_c30,0.6955128205128205,0.2135
i5_c31,0.6698717948717948,0.2066
i5_g,0.295,0.2236
i6_c0,0.6762820512820513,0.2308
