,0,1
i0_c0,0.6164,0.3342
i0_c1,0.6164,0.3407
i0_g,0.5124,0.3514
i1_c0,0.6246,0.3427
i1_c1,0.6248,0.3441
i1_g,0.5178,0.3568
i2_c0,0.6196,0.3331
i2_c1,0.6176,0.3394
i2_g,0.514,0.3541
i3_c0,0.6228,0.3407
i3_c1,0.6178,0.3454
i3_g,0.5185,0.3592
i4_c0,0.6152,0.3408
i4_c1,0.6108,0.3352
i4_g,0.5076,0.3544
