,train_acc,test_acc
i0_c0,0.7454,0.6626
i0_c1,0.7382,0.6566
i0_g,0.7315,0.6887
i1_c0,0.7982,0.7252
i1_c1,0.7984,0.7249
i1_g,0.7867,0.7502
i2_c0,0.8362,0.7592
i2_c1,0.823,0.7613
i2_g,0.818,0.7791
i3_c0,0.8498,0.7779
i3_c1,0.8456,0.7753
i3_g,0.8383,0.7977
i4_c0,0.8618,0.7859
i4_c1,0.8584,0.787
i4_g,0.8515,0.8068
i5_c0,0.867,0.7967
i5_c1,0.8638,0.8016
i5_g,0.8581,0.8167
i6_c0,0.8724,0.8022
i6_c1,0.8662,0.8036
i6_g,0.8622,0.8223
i7_c0,0.8746,0.8054
i7_c1,0.8702,0.8113
i7_g,0.8656,0.825
i8_c0,0.8806,0.8106
i8_c1,0.8734,0.8139
i8_g,0.8727,0.8287
i9_c0,0.8822,0.8124
i9_c1,0.8776,0.8144
i9_g,0.8736,0.8319
