,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9344,0.6918,0.936,0.6893
i0_c1,0.9256,0.6889,0.92,0.6861
i0_c2,0.928,0.69,0.9304,0.6885
i0_c3,0.928,0.6835,0.924,0.6831
i0_c4,0.916,0.702,0.9112,0.7018
i0_c5,0.9208,0.7002,0.9152,0.6991
i0_c6,0.92,0.6919,0.9192,0.6936
i0_c7,0.9152,0.7257,0.916,0.7245
i0_g,0.8298,0.794,,
i1_c0,0.956,0.7212,0.9528,0.7188
i1_c1,0.9512,0.7149,0.9496,0.7161
i1_c2,0.944,0.71,0.9424,0.7112
i1_c3,0.9456,0.7077,0.944,0.7065
i1_c4,0.9312,0.7232,0.9344,0.7242
i1_c5,0.932,0.7205,0.9344,0.7218
i1_c6,0.9344,0.7188,0.9376,0.7197
i1_c7,0.9464,0.7449,0.944,0.7426
i1_g,0.8531,0.8159,,
i2_c0,0.9648,0.7331,0.9656,0.7321
i2_c1,0.96,0.7308,0.956,0.7318
i2_c2,0.9552,0.7209,0.956,0.7192
i2_c3,0.9672,0.7212,0.9664,0.7193
i2_c4,0.9408,0.7305,0.948,0.7292
i2_c5,0.9408,0.722,0.9416,0.7215
i2_c6,0.9424,0.7238,0.9432,0.7233
i2_c7,0.9416,0.7546,0.9392,0.753
i2_g,0.8608,0.8243,,
i3_c0,0.9712,0.7398,0.9688,0.7383
i3_c1,0.956,0.728,0.952,0.7285
i3_c2,0.9576,0.7218,0.9544,0.7207
i3_c3,0.9624,0.7227,0.96,0.7207
i3_c4,0.9384,0.7321,0.936,0.7342
i3_c5,0.9496,0.7307,0.9496,0.7311
i3_c6,0.9544,0.7285,0.952,0.7286
i3_c7,0.9568,0.7646,0.9544,0.7606
i3_g,0.8611,0.8248,,
i4_c0,0.9792,0.7478,0.976,0.7466
i4_c1,0.96,0.7326,0.9608,0.7322
i4_c2,0.9608,0.7255,0.9544,0.7238
i4_c3,0.96,0.7247,0.9568,0.7249
i4_c4,0.9416,0.7364,0.936,0.7344
i4_c5,0.9528,0.7368,0.9496,0.7353
i4_c6,0.9528,0.7335,0.9488,0.7346
i4_c7,0.952,0.7606,0.9464,0.7581
i4_g,0.8627,0.8278,,
i5_c0,0.968,0.7431,0.9696,0.7426
i5_c1,0.9512,0.7337,0.952,0.7324
i5_c2,0.96,0.7249,0.9616,0.7234
i5_c3,0.9704,0.7277,0.968,0.727
i5_c4,0.948,0.7339,0.9472,0.7333
i5_c5,0.9488,0.7431,0.9456,0.7431
i5_c6,0.9552,0.7313,0.952,0.7304
i5_c7,0.964,0.7607,0.9632,0.759
i5_g,0.8649,0.8312,,
i6_c0,0.9704,0.7446,0.9744,0.7434
i6_c1,0.9544,0.7357,0.9464,0.7324
i6_c2,0.9616,0.7353,0.956,0.7331
i6_c3,0.9696,0.7341,0.968,0.7343
i6_c4,0.9456,0.741,0.9456,0.7416
i6_c5,0.9552,0.741,0.9544,0.7383
i6_c6,0.952,0.7368,0.9552,0.7381
i6_c7,0.9504,0.7684,0.9512,0.7685
i6_g,0.8661,0.8284,,
i7_c0,0.976,0.7534,0.976,0.7539
i7_c1,0.9656,0.7319,0.9608,0.7314
i7_c2,0.9592,0.7286,0.9608,0.7285
i7_c3,0.9672,0.7307,0.9696,0.732
i7_c4,0.9544,0.741,0.9504,0.7381
i7_c5,0.9536,0.7481,0.9528,0.7444
i7_c6,0.9568,0.7391,0.956,0.7376
i7_c7,0.9648,0.7697,0.9584,0.7672
i7_g,0.8668,0.8329,,
i8_c0,0.972,0.7507,0.9704,0.746
i8_c1,0.964,0.7408,0.9608,0.7378
i8_c2,0.972,0.7346,0.9704,0.7363
i8_c3,0.964,0.7315,0.9608,0.7316
i8_c4,0.9472,0.746,0.9424,0.7441
i8_c5,0.9584,0.7461,0.9552,0.7442
i8_c6,0.9544,0.7385,0.9544,0.7392
i8_c7,0.9608,0.7639,0.9544,0.7615
i8_g,0.8667,0.8346,,
i9_c0,0.9704,0.7414,0.9664,0.7395
i9_c1,0.9568,0.7368,0.956,0.7394
i9_c2,0.9688,0.7327,0.9664,0.7323
i9_c3,0.9656,0.7302,0.964,0.7323
i9_c4,0.952,0.7394,0.9512,0.7401
i9_c5,0.9528,0.7425,0.9544,0.7415
i9_c6,0.9608,0.7423,0.9608,0.7422
i9_c7,0.9608,0.7682,0.9584,0.7675
i9_g,0.8684,0.833,,
