,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8048,0.7337,0.1606,0.1694
i0_c1,0.7818,0.7246,0.1916,0.1973
i0_g,0.199,0.1907,,
i1_c0,0.8076,0.7357,0.2314,0.221
i1_c1,0.8024,0.7507,0.2566,0.2567
i1_g,0.2863,0.2775,,
i2_c0,0.8194,0.7425,0.2398,0.2351
i2_c1,0.8004,0.7389,0.2802,0.267
i2_g,0.3013,0.2896,,
i3_c0,0.822,0.7487,0.2942,0.304
i3_c1,0.8122,0.7527,0.28,0.2702
i3_g,0.348,0.3413,,
i4_c0,0.8266,0.7541,0.3138,0.3156
i4_c1,0.8158,0.7533,0.2838,0.2927
i4_g,0.3416,0.3407,,
i5_c0,0.8102,0.7466,0.3206,0.312
i5_c1,0.82,0.7511,0.339,0.3302
i5_g,0.3676,0.3703,,
i6_c0,0.8132,0.7507,0.316,0.3245
i6_c1,0.8114,0.7423,0.3238,0.3119
i6_g,0.3585,0.3585,,
i7_c0,0.8166,0.7539,0.3544,0.3499
i7_c1,0.8108,0.7427,0.375,0.3567
i7_g,0.3917,0.3952,,
i8_c0,0.8246,0.7564,0.3428,0.3372
i8_c1,0.8208,0.7635,0.3664,0.357
i8_g,0.3998,0.3929,,
i9_c0,0.8244,0.7509,0.3602,0.3462
i9_c1,0.8174,0.7586,0.374,0.3697
i9_g,0.421,0.4062,,
