,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9216,0.7841,0.9224,0.7836
i0_c1,0.9108,0.7713,0.9108,0.7718
i0_c2,0.892,0.7846,0.8916,0.7842
i0_c3,0.8964,0.7785,0.8984,0.7803
i0_g,0.8732,0.8323,,
i1_c0,0.9188,0.7904,0.9188,0.7902
i1_c1,0.9192,0.7832,0.92,0.7839
i1_c2,0.9052,0.7858,0.9064,0.785
i1_c3,0.9124,0.7871,0.9112,0.7871
i1_g,0.8758,0.8387,,
i2_c0,0.9176,0.7849,0.92,0.7856
i2_c1,0.9188,0.784,0.9188,0.7832
i2_c2,0.9056,0.7793,0.9044,0.7781
i2_c3,0.9172,0.7898,0.9172,0.7903
i2_g,0.8774,0.8426,,
i3_c0,0.9224,0.7883,0.9236,0.7882
i3_c1,0.9144,0.7863,0.912,0.7865
i3_c2,0.91,0.7879,0.9092,0.7873
i3_c3,0.9036,0.7846,0.9048,0.7846
i3_g,0.8762,0.8394,,
i4_c0,0.9324,0.7921,0.9324,0.7926
i4_c1,0.9168,0.7867,0.918,0.7857
i4_c2,0.9084,0.788,0.9072,0.7881
i4_c3,0.9116,0.7893,0.9108,0.7871
i4_g,0.8765,0.8409,,
i5_c0,0.9252,0.7862,0.9252,0.7871
i5_c1,0.9172,0.7843,0.916,0.7847
i5_c2,0.9116,0.7847,0.9112,0.7847
i5_c3,0.9044,0.79,0.9052,0.7899
i5_g,0.8784,0.8425,,
i6_c0,0.9276,0.7883,0.9264,0.7888
i6_c1,0.9164,0.7835,0.916,0.783
i6_c2,0.9164,0.7876,0.916,0.7876
i6_c3,0.9048,0.7919,0.9068,0.7921
i6_g,0.8777,0.8431,,
i7_c0,0.9268,0.7855,0.928,0.7854
i7_c1,0.9104,0.7837,0.9092,0.7846
i7_c2,0.9088,0.7858,0.9084,0.7864
i7_c3,0.9116,0.7915,0.914,0.7913
i7_g,0.8794,0.8385,,
i8_c0,0.9236,0.7861,0.9236,0.7862
i8_c1,0.9164,0.782,0.916,0.7818
i8_c2,0.9168,0.7841,0.9144,0.7835
i8_c3,0.91,0.799,0.91,0.7985
i8_g,0.8785,0.8454,,
i9_c0,0.9272,0.7917,0.926,0.7915
i9_c1,0.9224,0.7853,0.9232,0.7853
i9_c2,0.908,0.7899,0.9064,0.7886
i9_c3,0.9156,0.7923,0.9144,0.7925
i9_g,0.8774,0.8402,,
