,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9488,0.5751,0.1728,0.1753
i0_c1,0.9616,0.5688,0.1488,0.1507
i0_c2,0.9664,0.5622,0.1536,0.1419
i0_c3,0.9408,0.5712,0.1232,0.1319
i0_c4,0.9584,0.5738,0.1072,0.1461
i0_c5,0.9664,0.569,0.1248,0.1366
i0_c6,0.9696,0.5498,0.1568,0.1703
i0_c7,0.96,0.5735,0.1088,0.1069
i0_c8,0.944,0.5695,0.1952,0.1809
i0_c9,0.952,0.5538,0.1184,0.1231
i0_c10,0.9808,0.5352,0.0944,0.0982
i0_c11,0.9536,0.5816,0.1456,0.1324
i0_c12,0.9632,0.5711,0.1216,0.1126
i0_c13,0.952,0.5545,0.1584,0.164
i0_c14,0.944,0.5806,0.1408,0.1269
i0_c15,0.9536,0.5579,0.1392,0.1363
i0_g,0.1319,0.1383,,
i1_c0,0.1728,0.1634,0.1312,0.1363
i1_c1,0.176,0.1625,0.1264,0.1204
i1_c2,0.1776,0.1643,0.112,0.1388
i1_c3,0.1584,0.1627,0.1504,0.143
i1_c4,0.1392,0.1606,0.1408,0.1451
i1_c5,0.1712,0.164,0.128,0.1494
i1_c6,0.1568,0.1653,0.1328,0.1153
i1_c7,0.1536,0.1587,0.1616,0.1719
i1_c8,0.1552,0.1589,0.1552,0.1539
i1_c9,0.1856,0.1643,0.112,0.1194
i1_c10,0.176,0.1616,0.1744,0.1731
i1_c11,0.1696,0.1633,0.1424,0.1473
i1_c12,0.1904,0.1606,0.1552,0.1422
i1_c13,0.1792,0.1658,0.1296,0.158
i1_c14,0.1536,0.1654,0.1744,0.171
i1_c15,0.1824,0.1618,0.1392,0.1428
i1_g,0.1604,0.1687,,
i2_c0,0.1888,0.187,0.1424,0.1258
i2_c1,0.1712,0.1841,0.1424,0.1404
i2_c2,0.1728,0.1874,0.1744,0.1558
i2_c3,0.2032,0.1838,0.152,0.1357
i2_c4,0.1712,0.1824,0.1472,0.1713
i2_c5,0.1968,0.1864,0.1296,0.133
i2_c6,0.176,0.1874,0.1472,0.1621
i2_c7,0.1728,0.1827,0.128,0.1096
i2_c8,0.1744,0.1808,0.1472,0.1528
i2_c9,0.2,0.1856,0.1888,0.1536
i2_c10,0.1824,0.184,0.1344,0.1422
i2_c11,0.1792,0.1828,0.1696,0.1588
i2_c12,0.2192,0.1809,0.1504,0.1373
i2_c13,0.2032,0.1843,0.1584,0.1414
i2_c14,0.1696,0.1865,0.1216,0.1492
i2_c15,0.1648,0.187,0.1952,0.1772
i2_g,0.1499,0.1494,,
i3_c0,0.1744,0.1664,0.1056,0.1167
i3_c1,0.1568,0.166,0.1056,0.1327
i3_c2,0.1824,0.1681,0.1776,0.1635
i3_c3,0.1872,0.163,0.2016,0.1846
i3_c4,0.1664,0.1638,0.1584,0.1653
i3_c5,0.144,0.1653,0.1936,0.2014
i3_c6,0.1568,0.1665,0.152,0.1375
i3_c7,0.1488,0.1645,0.1792,0.1651
i3_c8,0.1664,0.1646,0.1856,0.185
i3_c9,0.1936,0.1657,0.192,0.1596
i3_c10,0.1792,0.1641,0.1168,0.1345
i3_c11,0.1744,0.1662,0.1488,0.142
i3_c12,0.1984,0.1651,0.1696,0.1678
i3_c13,0.2096,0.1664,0.1296,0.1381
i3_c14,0.1504,0.167,0.1312,0.1316
i3_c15,0.1744,0.1656,0.1536,0.1566
i3_g,0.165,0.1675,,
i4_c0,0.1712,0.1792,0.1728,0.1525
i4_c1,0.1776,0.1752,0.1792,0.1945
i4_c2,0.1856,0.1783,0.1376,0.1557
i4_c3,0.1952,0.1778,0.1344,0.1448
i4_c4,0.1712,0.1774,0.1408,0.1565
i4_c5,0.1648,0.1777,0.16,0.1508
i4_c6,0.1696,0.1777,0.1344,0.1587
i4_c7,0.1808,0.176,0.1712,0.1841
i4_c8,0.1536,0.1749,0.1504,0.1647
i4_c9,0.2192,0.178,0.1536,0.1366
i4_c10,0.1888,0.1762,0.1312,0.1323
i4_c11,0.184,0.1774,0.1536,0.1391
i4_c12,0.192,0.1766,0.1392,0.1441
i4_c13,0.208,0.1775,0.1776,0.1663
i4_c14,0.1424,0.1795,0.1568,0.1693
i4_c15,0.1712,0.1776,0.1584,0.1477
i4_g,0.1738,0.1821,,
i5_c0,0.192,0.1918,0.1824,0.1704
i5_c1,0.192,0.1898,0.1408,0.1355
i5_c2,0.2064,0.1912,0.12,0.129
i5_c3,0.1888,0.1918,0.1856,0.1812
i5_c4,0.1472,0.1904,0.144,0.1669
i5_c5,0.176,0.191,0.1616,0.15
i5_c6,0.1856,0.1917,0.208,0.1901
i5_c7,0.1728,0.1902,0.144,0.1498
i5_c8,0.1664,0.1891,0.1184,0.1417
i5_c9,0.2128,0.1926,0.16,0.1491
i5_c10,0.1984,0.1907,0.1728,0.1861
i5_c11,0.1744,0.1924,0.1232,0.1308
i5_c12,0.1968,0.1896,0.1488,0.1576
i5_c13,0.2288,0.1915,0.2048,0.1819
i5_c14,0.152,0.1919,0.1232,0.1309
i5_c15,0.192,0.1909,0.1456,0.1435
i5_g,0.1774,0.1857,,
i6_c0,0.1888,0.1969,0.2032,0.175
i6_c1,0.1696,0.1943,0.1664,0.1809
i6_c2,0.1968,0.1967,0.1744,0.1718
i6_c3,0.1952,0.1959,0.1328,0.1415
i6_c4,0.1712,0.1943,0.1488,0.1696
i6_c5,0.1792,0.196,0.1568,0.1638
i6_c6,0.2016,0.1963,0.2032,0.1887
i6_c7,0.1872,0.1941,0.1536,0.1641
i6_c8,0.168,0.1934,0.144,0.1524
i6_c9,0.1936,0.195,0.1424,0.1303
i6_c10,0.2144,0.1956,0.1776,0.1534
i6_c11,0.1936,0.1947,0.144,0.168
i6_c12,0.2016,0.1939,0.1568,0.1505
i6_c13,0.2256,0.1939,0.1904,0.1759
i6_c14,0.1648,0.1957,0.1632,0.1922
i6_c15,0.2192,0.1942,0.1712,0.1801
i6_g,0.1899,0.1977,,
i7_c0,0.2256,0.2053,0.2208,0.1939
i7_c1,0.184,0.2034,0.1888,0.1876
i7_c2,0.1936,0.2047,0.1424,0.1455
i7_c3,0.208,0.2046,0.2208,0.1958
i7_c4,0.1952,0.2045,0.1888,0.1717
i7_c5,0.184,0.2056,0.1728,0.1813
i7_c6,0.216,0.2047,0.1808,0.1965
i7_c7,0.2,0.2032,0.1536,0.16
i7_c8,0.2016,0.2042,0.1344,0.1832
i7_c9,0.2144,0.2034,0.1616,0.163
i7_c10,0.2192,0.2039,0.1216,0.1224
i7_c11,0.192,0.2053,0.1424,0.132
i7_c12,0.2016,0.2038,0.1392,0.1642
i7_c13,0.2288,0.204,0.1504,0.1443
i7_c14,0.1856,0.2052,0.1712,0.1539
i7_c15,0.2032,0.2051,0.1552,0.1668
i7_g,0.193,0.2005,,
i8_c0,0.2208,0.2085,0.1376,0.1474
i8_c1,0.1904,0.2078,0.1776,0.1704
i8_c2,0.2064,0.2076,0.1936,0.1712
i8_c3,0.1968,0.2082,0.1632,0.1598
i8_c4,0.1792,0.2076,0.1424,0.1305
i8_c5,0.1808,0.2069,0.1232,0.142
i8_c6,0.2336,0.2074,0.1744,0.1666
i8_c7,0.2016,0.2075,0.1376,0.1463
i8_c8,0.1888,0.2079,0.1552,0.1597
i8_c9,0.2032,0.2077,0.1568,0.1375
i8_c10,0.2176,0.2067,0.1616,0.1617
i8_c11,0.2112,0.2083,0.1696,0.1601
i8_c12,0.1936,0.2074,0.1376,0.1467
i8_c13,0.2384,0.2079,0.1824,0.1664
i8_c14,0.192,0.2086,0.1328,0.1298
i8_c15,0.208,0.2074,0.1504,0.1382
i8_g,0.1676,0.1743,,
i9_c0,0.2,0.1835,0.1792,0.1625
i9_c1,0.1632,0.1809,0.1376,0.1548
i9_c2,0.1792,0.1824,0.16,0.1747
i9_c3,0.1776,0.1812,0.1488,0.1538
i9_c4,0.16,0.1808,0.1456,0.1501
i9_c5,0.1744,0.1803,0.1552,0.1473
i9_c6,0.2096,0.1809,0.1872,0.1734
i9_c7,0.1664,0.1816,0.1552,0.1651
i9_c8,0.1568,0.1799,0.1552,0.1836
i9_c9,0.1776,0.18,0.1632,0.154
i9_c10,0.1936,0.1811,0.1504,0.1606
i9_c11,0.1808,0.181,0.1424,0.1473
i9_c12,0.1696,0.1808,0.1904,0.164
i9_c13,0.2208,0.1807,0.1488,0.1368
i9_c14,0.1792,0.181,0.1488,0.1516
i9_c15,0.1888,0.1814,0.1888,0.1639
i9_g,0.1823,0.1818,,
