,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9432,0.6933,0.324,0.3053
i0_c1,0.9304,0.6923,0.3016,0.2839
i0_c2,0.9352,0.6942,0.2712,0.2642
i0_c3,0.94,0.6869,0.3096,0.3059
i0_c4,0.924,0.7046,0.2968,0.2783
i0_c5,0.9312,0.7012,0.3184,0.2863
i0_c6,0.9256,0.6942,0.3096,0.3128
i0_c7,0.9224,0.7285,0.2904,0.278
i0_g,0.4693,0.4577,,
i1_c0,0.9672,0.7239,0.3344,0.3127
i1_c1,0.9544,0.7141,0.3736,0.3275
i1_c2,0.9568,0.7147,0.3352,0.3405
i1_c3,0.9528,0.7099,0.3448,0.3201
i1_c4,0.94,0.7241,0.312,0.2983
i1_c5,0.9408,0.7271,0.3744,0.3591
i1_c6,0.956,0.7226,0.2936,0.2893
i1_c7,0.9592,0.745,0.316,0.2876
i1_g,0.5122,0.5081,,
i2_c0,0.9832,0.7293,0.3776,0.3439
i2_c1,0.9672,0.7314,0.404,0.368
i2_c2,0.9752,0.7279,0.3296,0.3356
i2_c3,0.9784,0.724,0.3576,0.3293
i2_c4,0.9584,0.7311,0.3184,0.312
i2_c5,0.9568,0.7267,0.3728,0.3418
i2_c6,0.9568,0.7253,0.3552,0.3634
i2_c7,0.9504,0.7544,0.3456,0.345
i2_g,0.5144,0.5077,,
i3_c0,0.9824,0.7391,0.4008,0.368
i3_c1,0.9664,0.7313,0.3448,0.3411
i3_c2,0.976,0.729,0.3736,0.3459
i3_c3,0.98,0.7278,0.4184,0.3808
i3_c4,0.9592,0.7363,0.3424,0.3286
i3_c5,0.9648,0.739,0.3912,0.3832
i3_c6,0.968,0.73,0.4208,0.3832
i3_c7,0.9664,0.7691,0.4248,0.3935
i3_g,0.5828,0.572,,
i4_c0,0.9848,0.7491,0.436,0.4001
i4_c1,0.9744,0.7348,0.4232,0.3931
i4_c2,0.9776,0.7352,0.376,0.3619
i4_c3,0.9824,0.7346,0.416,0.3965
i4_c4,0.9632,0.7351,0.4128,0.3681
i4_c5,0.9696,0.7432,0.4096,0.3894
i4_c6,0.9696,0.7355,0.4056,0.3908
i4_c7,0.9672,0.7654,0.3888,0.3819
i4_g,0.5846,0.5787,,
i5_c0,0.988,0.7505,0.4224,0.4006
i5_c1,0.9752,0.7479,0.3808,0.3808
i5_c2,0.9808,0.7358,0.3576,0.3487
i5_c3,0.9872,0.7393,0.3816,0.3456
i5_c4,0.956,0.7385,0.3888,0.3569
i5_c5,0.9664,0.7508,0.3776,0.3583
i5_c6,0.9704,0.7378,0.416,0.3779
i5_c7,0.9776,0.7687,0.384,0.3809
i5_g,0.567,0.5441,,
i6_c0,0.9864,0.7456,0.4464,0.4049
i6_c1,0.9672,0.7326,0.404,0.396
i6_c2,0.9768,0.7425,0.384,0.371
i6_c3,0.9896,0.7416,0.3816,0.3651
i6_c4,0.964,0.7421,0.356,0.3409
i6_c5,0.9704,0.7519,0.4016,0.3683
i6_c6,0.9688,0.741,0.4232,0.4025
i6_c7,0.9736,0.7721,0.3832,0.3536
i6_g,0.581,0.5557,,
i7_c0,0.9904,0.7493,0.3968,0.3606
i7_c1,0.9784,0.7415,0.4,0.3738
i7_c2,0.9808,0.7406,0.3912,0.3782
i7_c3,0.9856,0.7373,0.4192,0.3907
i7_c4,0.968,0.7431,0.4088,0.3839
i7_c5,0.9752,0.7556,0.3976,0.3672
i7_c6,0.9704,0.7432,0.3936,0.3631
i7_c7,0.9776,0.7746,0.3648,0.342
i7_g,0.5479,0.5416,,
i8_c0,0.9864,0.7542,0.4304,0.3902
i8_c1,0.9752,0.7381,0.4472,0.3906
i8_c2,0.9872,0.7428,0.4016,0.4048
i8_c3,0.9896,0.7406,0.448,0.4002
i8_c4,0.968,0.7453,0.42,0.4087
i8_c5,0.976,0.7531,0.4104,0.3977
i8_c6,0.9696,0.7433,0.4472,0.4134
i8_c7,0.9808,0.7656,0.4144,0.3871
i8_g,0.6117,0.5964,,
i9_c0,0.988,0.7478,0.4568,0.4162
i9_c1,0.9824,0.7463,0.4288,0.3927
i9_c2,0.988,0.7463,0.4032,0.3881
i9_c3,0.9864,0.7484,0.4048,0.3964
i9_c4,0.9752,0.7498,0.4176,0.4035
i9_c5,0.9736,0.7531,0.3816,0.386
i9_c6,0.9728,0.7452,0.4472,0.4049
i9_c7,0.9784,0.7717,0.4488,0.411
i9_g,0.6279,0.6022,,
