,train_acc,test_acc
i5_c1,0.9824,0.4117
i5_c2,0.9856,0.4193
i5_c3,0.9904,0.4409
i5_c4,0.9856,0.4283
i5_c5,0.992,0.447
i5_c6,0.9824,0.4172
i5_c7,0.984,0.4288
i5_c8,0.992,0.4507
i5_c9,0.9856,0.4283
i5_c10,0.9856,0.433
i5_c11,0.9856,0.4173
i5_c12,0.9872,0.4216
i5_c13,0.9936,0.4249
i5_c14,0.9888,0.4212
i5_c15,0.9952,0.4423
i5_g,0.7843,0.5072
i6_c0,0.9936,0.4512
i6_c1,0.9872,0.4329
i6_c2,0.9872,0.4407
i6_c3,0.992,0.4665
i6_c4,0.992,0.4502
i6_c5,0.9984,0.4604
i6_c6,0.9856,0.4492
i6_c7,0.9872,0.4492
i6_c8,0.9952,0.4644
i6_c9,0.9888,0.4517
i6_c10,0.9904,0.455
i6_c11,0.9904,0.4399
i6_c12,0.9904,0.4497
i6_c13,0.992,0.451
i6_c14,0.992,0.4408
i6_c15,0.9936,0.4665
i6_g,0.8149,0.5177
i7_c0,0.9984,0.4651
i7_c1,0.992,0.4467
i7_c2,0.9888,0.4522
i7_c3,0.9904,0.4711
i7_c4,0.9952,0.4605
i7_c5,0.9968,0.47
i7_c6,0.992,0.463
i7_c7,0.9904,0.4671
i7_c8,0.9968,0.4826
i7_c9,0.9952,0.4625
i7_c10,0.9936,0.4658
i7_c11,0.9888,0.4567
i7_c12,0.992,0.462
i7_c13,0.9968,0.4607
i7_c14,0.9952,0.4557
i7_c15,0.9968,0.4832
i7_g,0.8406,0.5308
i8_c0,0.9968,0.4728
i8_c1,0.9952,0.4578
i8_c2,0.9968,0.4701
i8_c3,0.9952,0.4872
i8_c4,0.9936,0.4687
i8_c5,1.0,0.4805
i8_c6,0.9936,0.4745
i8_c7,0.9888,0.4765
i8_c8,0.9984,0.4907
i8_c9,0.9936,0.482
i8_c10,0.9952,0.481
i8_c11,0.9952,0.4675
i8_c12,0.9904,0.4816
i8_c13,0.9952,0.4715
i8_c14,0.9952,0.4687
i8_c15,0.9968,0.4924
i8_g,0.8603,0.5384
i9_c0,0.9968,0.4839
i9_c1,0.9936,0.4681
i9_c2,0.9984,0.4714
i9_c3,0.9952,0.4924
i9_c4,0.9952,0.4836
i9_c5,1.0,0.4858
i9_c6,0.9888,0.4817
i9_c7,0.9952,0.486
i9_c8,0.9968,0.4973
i9_c9,0.9968,0.4842
i9_c10,0.9968,0.4896
i9_c11,0.9952,0.4747
i9_c12,0.992,0.4795
i9_c13,0.9968,0.4864
i9_c14,0.9968,0.477
i9_c15,0.9984,0.5002
i9_g,0.8756,0.5429
i10_c0,0.9968,0.4854
i10_c1,0.9952,0.4721
i10_c2,0.9968,0.486
i10_c3,0.9936,0.4964
i10_c4,0.9952,0.4828
i10_c5,0.9984,0.4942
i10_c6,0.9968,0.4902
i10_c7,0.9952,0.4884
i10_c8,0.9984,0.4952
i10_c9,0.9984,0.49
i10_c10,0.9968,0.4953
i10_c11,0.9952,0.4802
i10_c12,0.9968,0.4905
i10_c13,0.9984,0.4924
i10_c14,0.9984,0.4881
i10_c15,0.9968,0.507
i10_g,0.8876,0.5437
i11_c0,0.9968,0.4875
i11_c1,0.9952,0.4806
i11_c2,0.9984,0.4842
i11_c3,0.9952,0.5026
i11_c4,0.9968,0.494
i11_c5,1.0,0.502
i11_c6,0.9968,0.5004
i11_c7,0.9952,0.4953
i11_c8,0.9984,0.5036
i11_c9,0.9952,0.4982
i11_c10,0.9952,0.5015
i11_c11,0.9936,0.4945
i11_c12,0.9936,0.4937
i11_c13,0.9968,0.4919
i11_c14,0.9984,0.4849
i11_c15,0.9984,0.51
i11_g,0.8963,0.5444
i12_c0,0.9984,0.4983
i12_c1,0.9952,0.4873
i12_c2,0.9968,0.4908
i12_c3,0.9968,0.5101
i12_c4,1.0,0.4972
i12_c5,0.9984,0.5002
i12_c6,0.9968,0.4982
i12_c7,0.9952,0.5006
i12_c8,0.9968,0.5123
i12_c9,0.9984,0.4969
i12_c10,0.9968,0.504
i12_c11,0.9952,0.4931
i12_c12,0.992,0.4977
i12_c13,0.9968,0.4997
i12_c14,0.9968,0.4887
i12_c15,0.9984,0.5132
i12_g,0.9042,0.5452
i13_c0,0.9984,0.4989
i13_c1,0.9968,0.4855
i13_c2,0.9968,0.4982
i13_c3,0.9936,0.5085
i13_c4,0.9984,0.4946
i13_c5,0.9984,0.5013
i13_c6,0.9968,0.5038
i13_c7,0.9968,0.5027
i13_c8,0.9968,0.5117
i13_c9,0.9984,0.5003
i13_c10,0.9952,0.5047
i13_c11,0.9984,0.4937
i13_c12,0.9952,0.4995
i13_c13,0.9968,0.5056
i13_c14,0.9968,0.4954
i13_c15,0.9952,0.5094
i13_g,0.913,0.5428
i14_c0,0.9984,0.5018
i14_c1,0.9968,0.4907
i14_c2,0.9984,0.4933
i14_c3,1.0,0.5125
i14_c4,0.9984,0.5005
i14_c5,1.0,0.5026
i14_c6,0.9936,0.5063
i14_c7,0.9952,0.5088
i14_c8,0.9984,0.5089
i14_c9,0.9968,0.5049
i14_c10,0.9984,0.5074
i14_c11,0.9968,0.4943
i14_c12,0.9968,0.5072
i14_c13,0.9984,0.5058
i14_c14,0.9984,0.4958
i14_c15,1.0,0.517
i14_g,0.92,0.5449
