,train_acc,test_acc
i0_c0,0.6504,0.4749
i0_c1,0.6128,0.4526
i0_c2,0.5912,0.455
i0_c3,0.632,0.4823
i0_c4,0.6048,0.476
i0_c5,0.6176,0.4556
i0_c6,0.6048,0.4545
i0_c7,0.584,0.4674
i0_g,0.6464,0.6195
i1_c0,0.6472,0.5083
i1_c1,0.6552,0.511
i1_c2,0.64,0.5023
i1_c3,0.6448,0.4994
i1_c4,0.6624,0.4964
i1_c5,0.6576,0.5091
i1_c6,0.6792,0.5169
i1_c7,0.6584,0.508
i1_g,0.6914,0.6558
i2_c0,0.6816,0.5411
i2_c1,0.6904,0.5371
i2_c2,0.6784,0.5251
i2_c3,0.6872,0.5245
i2_c4,0.672,0.5294
i2_c5,0.6952,0.5428
i2_c6,0.6952,0.5468
i2_c7,0.6968,0.5535
i2_g,0.7133,0.6925
i3_c0,0.7152,0.5535
i3_c1,0.6888,0.5514
i3_c2,0.6912,0.5655
i3_c3,0.7008,0.5338
i3_c4,0.6816,0.5454
i3_c5,0.724,0.5612
i3_c6,0.7008,0.5659
i3_c7,0.6904,0.5614
i3_g,0.7444,0.7018
i4_c0,0.6952,0.5474
i4_c1,0.7184,0.5635
i4_c2,0.7,0.5546
i4_c3,0.7008,0.5521
i4_c4,0.7184,0.5619
i4_c5,0.7256,0.5585
i4_c6,0.7016,0.568
i4_c7,0.7008,0.569
i4_g,0.748,0.7163
i5_c0,0.7224,0.5745
i5_c1,0.7416,0.5589
i5_c2,0.7112,0.5697
i5_c3,0.7224,0.5684
i5_c4,0.6936,0.5773
i5_c5,0.7336,0.5844
i5_c6,0.7168,0.5732
i5_c7,0.6984,0.5898
i5_g,0.7559,0.7192
i6_c0,0.7136,0.5746
i6_c1,0.7424,0.5864
i6_c2,0.7416,0.5783
i6_c3,0.7344,0.5867
i6_c4,0.7152,0.5788
i6_c5,0.7304,0.5909
i6_c6,0.704,0.5905
i6_c7,0.6856,0.574
i6_g,0.7605,0.7322
i7_c0,0.7352,0.5831
i7_c1,0.7376,0.6081
i7_c2,0.7096,0.5839
i7_c3,0.752,0.6137
i7_c4,0.7352,0.5978
i7_c5,0.736,0.5968
i7_c6,0.7272,0.6003
i7_c7,0.724,0.5948
i7_g,0.7666,0.7355
i8_c0,0.7424,0.6037
i8_c1,0.7624,0.6062
i8_c2,0.7432,0.5954
i8_c3,0.7512,0.5961
i8_c4,0.7312,0.5959
i8_c5,0.748,0.6045
i8_c6,0.7504,0.5995
i8_c7,0.74,0.6038
i8_g,0.7832,0.7432
i9_c0,0.744,0.5964
i9_c1,0.7296,0.5796
i9_c2,0.7472,0.59
i9_c3,0.7328,0.5851
i9_c4,0.7344,0.6095
i9_c5,0.7416,0.5892
i9_c6,0.7392,0.6205
i9_c7,0.7176,0.6141
i9_g,0.7866,0.7467
