,0,1
i0_c0,0.6916,0.3365
i0_c1,0.6816,0.3325
i0_g,0.6206,0.4086
i1_c0,0.69,0.3294
i1_c1,0.6848,0.3238
i1_g,0.6272,0.3942
i2_c0,0.6892,0.335
i2_c1,0.691,0.3334
i2_g,0.621,0.4089
i3_c0,0.693,0.3266
i3_c1,0.6862,0.333
i3_g,0.6286,0.4036
i4_c0,0.681,0.3315
i4_c1,0.6882,0.3306
i4_g,0.6189,0.4038
