,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.866,0.7972,0.2864,0.2688
i0_c1,0.8392,0.7909,0.2842,0.2803
i0_g,0.3305,0.3275,,
i1_c0,0.8734,0.7981,0.311,0.3087
i1_c1,0.867,0.8031,0.3274,0.3278
i1_g,0.3638,0.3672,,
i2_c0,0.8894,0.8064,0.3098,0.3089
i2_c1,0.881,0.8183,0.3218,0.324
i2_g,0.3703,0.3603,,
i3_c0,0.8878,0.8125,0.3418,0.3361
i3_c1,0.8802,0.8101,0.304,0.3037
i3_g,0.373,0.3677,,
i4_c0,0.8876,0.815,0.3186,0.3083
i4_c1,0.8864,0.8174,0.3566,0.3541
i4_g,0.388,0.391,,
i5_c0,0.8936,0.8141,0.3432,0.3483
i5_c1,0.8794,0.8184,0.3424,0.3458
i5_g,0.3812,0.3845,,
i6_c0,0.888,0.815,0.3572,0.3522
i6_c1,0.8754,0.819,0.3544,0.344
i6_g,0.3972,0.4042,,
i7_c0,0.889,0.8101,0.3516,0.3556
i7_c1,0.8782,0.8124,0.3354,0.3281
i7_g,0.3889,0.3896,,
i8_c0,0.8818,0.8102,0.3774,0.3687
i8_c1,0.8862,0.8192,0.3536,0.3454
i8_g,0.4291,0.4123,,
i9_c0,0.8854,0.8121,0.3768,0.3591
i9_c1,0.8786,0.816,0.2964,0.2967
i9_g,0.3873,0.3786,,
