,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9012,0.8212,0.8996,0.8173
i0_c1,0.8922,0.8269,0.8898,0.8233
i0_g,0.8854,0.8428,,
i1_c0,0.9158,0.8244,0.9158,0.8258
i1_c1,0.9032,0.8315,0.9032,0.8284
i1_g,0.8923,0.85,,
i2_c0,0.9204,0.833,0.9166,0.8332
i2_c1,0.9068,0.8335,0.9048,0.8325
i2_g,0.8928,0.8523,,
i3_c0,0.9174,0.8311,0.9154,0.83
i3_c1,0.9072,0.8419,0.9042,0.8421
i3_g,0.8934,0.8524,,
i4_c0,0.921,0.8325,0.9178,0.8313
i4_c1,0.9118,0.8364,0.91,0.8336
i4_g,0.8949,0.8515,,
i5_c0,0.9212,0.8324,0.9224,0.833
i5_c1,0.9106,0.8381,0.9104,0.8378
i5_g,0.8982,0.8548,,
i6_c0,0.92,0.8339,0.918,0.8329
i6_c1,0.908,0.8358,0.9076,0.8345
i6_g,0.8969,0.8514,,
i7_c0,0.9236,0.8356,0.921,0.8355
i7_c1,0.9118,0.834,0.9102,0.8349
i7_g,0.896,0.8573,,
i8_c0,0.92,0.831,0.92,0.8302
i8_c1,0.9154,0.8399,0.9144,0.8404
i8_g,0.8979,0.8566,,
i9_c0,0.9238,0.836,0.9224,0.8378
i9_c1,0.9116,0.8409,0.9084,0.8403
i9_g,0.8982,0.854,,
