,train_acc,test_acc
i0_c0,0.16666666666666666,0.1659
i0_c1,0.2467948717948718,0.1911
i0_c2,0.19230769230769232,0.1866
i0_c3,0.20512820512820512,0.1759
i0_c4,0.24358974358974358,0.2029
i0_c5,0.20192307692307693,0.1538
i0_c6,0.1794871794871795,0.1568
i0_c7,0.20833333333333334,0.1872
i0_c8,0.2467948717948718,0.1984
i0_c9,0.23397435897435898,0.1662
i0_c10,0.1987179487179487,0.1658
i0_c11,0.16025641025641027,0.168
i0_c12,0.1282051282051282,0.1467
i0_c13,0.14102564102564102,0.1641
i0_c14,0.1794871794871795,0.1495
i0_c15,0.1891025641025641,0.1624
i0_c16,0.1955128205128205,0.1443
i0_c17,0.1891025641025641,0.1403
i0_c18,0.19230769230769232,0.1619
i0_c19,0.16025641025641027,0.1947
i0_c20,0.21474358974358973,0.1952
i0_c21,0.1794871794871795,0.1551
i0_c22,0.20833333333333334,0.1735
i0_c23,0.1282051282051282,0.165
i0_c24,0.21794871794871795,0.2123
i0_c25,0.23076923076923078,0.1981
i0_c26,0.22435897435897437,0.1911
i0_c27,0.1955128205128205,0.1785
i0_c28,0.22756410256410256,0.1675
i0_c29,0.16987179487179488,0.135
i0_c30,0.15705128205128205,0.169
i0_c31,0.18269230769230768,0.1803
i0_g,0.3059,0.3043
i1_c0,0.1794871794871795,0.1891
i1_c1,0.20192307692307693,0.1905
i1_c2,0.22115384615384615,0.2125
i1_c3,0.1858974358974359,0.1671
i1_c4,0.16346153846153846,0.1901
i1_c5,0.23397435897435898,0.2037
i1_c6,0.21794871794871795,0.2095
i1_c7,0.18269230769230768,0.1506
i1_c8,0.21474358974358973,0.189
i1_c9,0.20192307692307693,0.2128
i1_c10,0.1987179487179487,0.1931
i1_c11,0.20192307692307693,0.1907
i1_c12,0.28205128205128205,0.2169
i1_c13,0.1762820512820513,0.1832
i1_c14,0.25,0.228
i1_c15,0.22756410256410256,0.1895
i1_c16,0.18269230769230768,0.1795
i1_c17,0.23397435897435898,0.2169
i1_c18,0.17307692307692307,0.1734
i1_c19,0.21474358974358973,0.1932
i1_c20,0.21794871794871795,0.1984
i1_c21,0.18269230769230768,0.182
i1_c22,0.20833333333333334,0.1788
i1_c23,0.1987179487179487,0.1766
i1_c24,0.20192307692307693,0.1677
i1_c25,0.1987179487179487,0.1791
i1_c26,0.21153846153846154,0.1579
i1_c27,0.2532051282051282,0.1936
i1_c28,0.18269230769230768,0.1591
i1_c29,0.23397435897435898,0.2008
i1_c30,0.22435897435897437,0.2176
i1_c31,0.22756410256410256,0.2002
i1_g,0.3259,0.3223
i2_c0,0.23397435897435898,0.2352
i2_c1,0.2980769230769231,0.2432
i2_c2,0.22115384615384615,0.2136
i2_c3,0.26282051282051283,0.2164
i2_c4,0.19230769230769232,0.203
i2_c5,0.266025641025641,0.2259
i2_c6,0.1987179487179487,0.1974
i2_c7,0.2564102564102564,0.227
i2_c8,0.20833333333333334,0.2034
i2_c9,0.2724358974358974,0.237
i2_c10,0.1987179487179487,0.2235
i2_c11,0.2692307692307692,0.2344
i2_c12,0.27884615384615385,0.217
i2_c13,0.1955128205128205,0.1831
i2_c14,0.25961538461538464,0.2325
i2_c15,0.1955128205128205,0.179
i2_c16,0.2564102564102564,0.2019
i2_c17,0.2467948717948718,0.2276
i2_c18,0.22115384615384615,0.1988
i2_c19,0.26282051282051283,0.232
i2_c20,0.22115384615384615,0.1668
i2_c21,0.23397435897435898,0.2053
i2_c22,0.21153846153846154,0.2157
i2_c23,0.23717948717948717,0.2351
i2_c24,0.2564102564102564,0.1975
i2_c25,0.1955128205128205,0.203
i2_c26,0.22115384615384615,0.2077
i2_c27,0.266025641025641,0.2254
i2_c28,0.2403846153846154,0.2313
i2_c29,0.24358974358974358,0.2104
i2_c30,0.25,0.23
i2_c31,0.25961538461538464,0.1987
i2_g,0.3702,0.3603
i3_c0,0.2692307692307692,0.2185
i3_c1,0.2692307692307692,0.2053
i3_c2,0.28525641025641024,0.2307
i3_c3,0.25961538461538464,0.2403
i3_c4,0.23397435897435898,0.2289
i3_c5,0.20512820512820512,0.2288
i3_c6,0.2564102564102564,0.2309
i3_c7,0.18269230769230768,0.178
i3_c8,0.28205128205128205,0.2536
