,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9096,0.8272,0.9062,0.8266
i0_c1,0.897,0.8324,0.8898,0.8298
i0_g,0.8883,0.8515,,
i1_c0,0.9118,0.832,0.909,0.8273
i1_c1,0.9042,0.8331,0.9014,0.8296
i1_g,0.8904,0.8501,,
i2_c0,0.9242,0.8362,0.9178,0.8322
i2_c1,0.914,0.8368,0.908,0.8313
i2_g,0.8941,0.8496,,
i3_c0,0.9208,0.8299,0.918,0.8273
i3_c1,0.9102,0.8368,0.9036,0.8348
i3_g,0.8918,0.852,,
i4_c0,0.9214,0.8343,0.919,0.836
i4_c1,0.9142,0.841,0.911,0.8393
i4_g,0.9001,0.8541,,
i5_c0,0.9234,0.8405,0.9236,0.8412
i5_c1,0.9148,0.8381,0.9076,0.8354
i5_g,0.8975,0.8557,,
i6_c0,0.9178,0.8365,0.9184,0.8367
i6_c1,0.912,0.8395,0.9102,0.8393
i6_g,0.8991,0.8549,,
i7_c0,0.9218,0.8313,0.9202,0.8326
i7_c1,0.9178,0.8404,0.9116,0.8361
i7_g,0.8993,0.8545,,
i8_c0,0.924,0.8389,0.9218,0.8356
i8_c1,0.9166,0.8368,0.9092,0.8353
i8_g,0.897,0.8545,,
i9_c0,0.9216,0.8351,0.9176,0.833
i9_c1,0.9186,0.8417,0.9116,0.837
i9_g,0.8988,0.8571,,
