,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8872,0.8137,0.8876,0.8138
i0_c1,0.8778,0.8069,0.878,0.8071
i0_g,0.874,0.8371,,
i1_c0,0.8848,0.8099,0.884,0.8102
i1_c1,0.8702,0.8101,0.8704,0.8106
i1_g,0.8721,0.8358,,
i2_c0,0.8826,0.8134,0.8818,0.8129
i2_c1,0.871,0.8102,0.8706,0.8099
i2_g,0.8751,0.8378,,
i3_c0,0.8784,0.8122,0.8776,0.8121
i3_c1,0.8726,0.8069,0.873,0.8065
i3_g,0.8701,0.8352,,
i4_c0,0.8842,0.8107,0.884,0.8111
i4_c1,0.8746,0.8071,0.8752,0.8069
i4_g,0.8748,0.8339,,
i5_c0,0.8854,0.813,0.8858,0.8131
i5_c1,0.876,0.8116,0.8754,0.8116
i5_g,0.8758,0.8339,,
i6_c0,0.8904,0.811,0.891,0.8115
i6_c1,0.876,0.8166,0.877,0.8166
i6_g,0.8764,0.8319,,
i7_c0,0.8902,0.8126,0.8898,0.8131
i7_c1,0.8848,0.8169,0.8854,0.8167
i7_g,0.8784,0.842,,
i8_c0,0.8832,0.8152,0.884,0.8154
i8_c1,0.867,0.8169,0.8664,0.8179
i8_g,0.8726,0.8367,,
i9_c0,0.8914,0.8126,0.8918,0.8122
i9_c1,0.8764,0.8134,0.878,0.8121
i9_g,0.879,0.838,,
