,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8784,0.8073,0.8738,0.8025
i0_c1,0.868,0.8083,0.8634,0.8028
i0_g,0.8697,0.8325,,
i1_c0,0.8904,0.8114,0.8864,0.8127
i1_c1,0.8714,0.8088,0.8702,0.8058
i1_g,0.8745,0.8381,,
i2_c0,0.8842,0.8086,0.8812,0.8073
i2_c1,0.8796,0.8163,0.8754,0.8123
i2_g,0.8717,0.8339,,
i3_c0,0.8858,0.8127,0.8816,0.8105
i3_c1,0.8746,0.8138,0.8736,0.8127
i3_g,0.8754,0.8406,,
i4_c0,0.8802,0.8131,0.882,0.8136
i4_c1,0.8724,0.8135,0.8728,0.8126
i4_g,0.8723,0.8386,,
i5_c0,0.8862,0.8114,0.885,0.8089
i5_c1,0.8674,0.8111,0.866,0.8063
i5_g,0.8725,0.8382,,
i6_c0,0.8832,0.8099,0.8796,0.8099
i6_c1,0.8748,0.8115,0.8748,0.8128
i6_g,0.876,0.8421,,
i7_c0,0.8888,0.8101,0.883,0.8097
i7_c1,0.8792,0.8171,0.8766,0.8121
i7_g,0.8786,0.8405,,
i8_c0,0.892,0.819,0.8872,0.8141
i8_c1,0.8734,0.8151,0.8702,0.8164
i8_g,0.8727,0.8378,,
i9_c0,0.8826,0.8107,0.8818,0.8107
i9_c1,0.8652,0.8084,0.8628,0.8059
i9_g,0.8721,0.8366,,
