,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.7834,0.7232,0.5726,0.5448
i0_c1,0.7892,0.7287,0.5792,0.551
i0_g,0.6476,0.6225,,
i1_c0,0.8172,0.757,0.6246,0.5783
i1_c1,0.8014,0.7473,0.6232,0.5958
i1_g,0.6795,0.6556,,
i2_c0,0.8342,0.7778,0.6754,0.6469
i2_c1,0.8334,0.782,0.6558,0.6299
i2_g,0.73,0.7061,,
i3_c0,0.8522,0.7939,0.6694,0.6438
i3_c1,0.8462,0.7866,0.6712,0.6525
i3_g,0.7307,0.7047,,
i4_c0,0.8666,0.803,0.7148,0.6743
i4_c1,0.8466,0.794,0.693,0.6629
i4_g,0.7562,0.7413,,
i5_c0,0.8638,0.7989,0.695,0.6517
i5_c1,0.858,0.8007,0.6964,0.6623
i5_g,0.7454,0.7268,,
i6_c0,0.861,0.7901,0.6988,0.6674
i6_c1,0.8662,0.8028,0.7018,0.6679
i6_g,0.7425,0.7214,,
i7_c0,0.8738,0.8073,0.6986,0.6743
i7_c1,0.8658,0.8094,0.6992,0.676
i7_g,0.77,0.7445,,
i8_c0,0.8854,0.8124,0.7114,0.6779
i8_c1,0.8626,0.8009,0.7256,0.6915
i8_g,0.774,0.7408,,
i9_c0,0.8682,0.8076,0.7184,0.6979
i9_c1,0.8696,0.8087,0.7008,0.6678
i9_g,0.7782,0.7522,,
