,train_acc,test_acc
i0_c0,0.8328,0.6833
i0_c1,0.808,0.6724
i0_c2,0.8116,0.6709
i0_c3,0.8024,0.6949
i0_g,0.7677,0.7298
i1_c0,0.8768,0.7298
i1_c1,0.8572,0.7274
i1_c2,0.8592,0.7267
i1_c3,0.8504,0.7406
i1_g,0.8124,0.7761
i2_c0,0.8912,0.7546
i2_c1,0.8808,0.7509
i2_c2,0.8816,0.7496
i2_c3,0.87,0.7668
i2_g,0.8394,0.7978
i3_c0,0.8988,0.7716
i3_c1,0.8924,0.7606
i3_c2,0.888,0.7613
i3_c3,0.8864,0.7806
i3_g,0.8511,0.8106
i4_c0,0.9172,0.7724
i4_c1,0.9008,0.7712
i4_c2,0.9036,0.7799
i4_c3,0.8924,0.7873
i4_g,0.8592,0.8188
i5_c0,0.9164,0.7813
i5_c1,0.908,0.7745
i5_c2,0.902,0.7793
i5_c3,0.8952,0.7894
i5_g,0.8629,0.823
i6_c0,0.9184,0.7882
i6_c1,0.9068,0.7842
i6_c2,0.9048,0.7874
i6_c3,0.9052,0.793
i6_g,0.8672,0.8275
i7_c0,0.9264,0.7926
i7_c1,0.9104,0.7862
i7_c2,0.912,0.7945
i7_c3,0.9064,0.7974
i7_g,0.8704,0.8318
i8_c0,0.9236,0.7944
i8_c1,0.9088,0.787
i8_c2,0.9072,0.7973
i8_c3,0.9104,0.8026
i8_g,0.874,0.8311
i9_c0,0.9284,0.7954
i9_c1,0.9184,0.7909
i9_c2,0.9116,0.7911
i9_c3,0.9112,0.8022
i9_g,0.8727,0.8328
