,train_acc,test_acc
i0_c0,0.7472,0.6095
i0_c1,0.7284,0.6059
i0_c2,0.736,0.5981
i0_c3,0.74,0.6292
i0_g,0.6946,0.6558
i1_c0,0.8068,0.6678
i1_c1,0.7792,0.659
i1_c2,0.7908,0.6629
i1_c3,0.7692,0.6797
i1_g,0.7487,0.7112
i2_c0,0.822,0.7066
i2_c1,0.8084,0.6844
i2_c2,0.8152,0.6886
i2_c3,0.8084,0.7026
i2_g,0.7784,0.7399
i3_c0,0.8496,0.7192
i3_c1,0.8328,0.709
i3_c2,0.8384,0.7155
i3_c3,0.8196,0.7227
i3_g,0.7992,0.7595
i4_c0,0.8604,0.7284
i4_c1,0.8468,0.7225
i4_c2,0.8484,0.7254
i4_c3,0.8416,0.7402
i4_g,0.8126,0.772
i5_c0,0.8636,0.7466
i5_c1,0.8552,0.7335
i5_c2,0.8596,0.7377
i5_c3,0.8504,0.7569
i5_g,0.8278,0.7825
i6_c0,0.88,0.7528
i6_c1,0.8604,0.7405
i6_c2,0.8636,0.7526
i6_c3,0.8544,0.7555
i6_g,0.8305,0.7904
i7_c0,0.8892,0.76
i7_c1,0.8704,0.7548
i7_c2,0.87,0.7596
i7_c3,0.8572,0.7679
i7_g,0.8387,0.7971
i8_c0,0.8904,0.7692
i8_c1,0.8756,0.7551
i8_c2,0.8764,0.7605
i8_c3,0.8692,0.771
i8_g,0.8451,0.8037
i9_c0,0.8952,0.7724
i9_c1,0.8788,0.7607
i9_c2,0.8864,0.7746
i9_c3,0.8752,0.7727
i9_g,0.8537,0.8087
