,train_acc,test_acc
i0_c0,0.7344,0.5971
i0_c1,0.7304,0.5984
i0_c2,0.7348,0.5892
i0_c3,0.7228,0.6095
i0_g,0.6912,0.6471
i1_c0,0.7928,0.6581
i1_c1,0.776,0.6543
i1_c2,0.7788,0.6437
i1_c3,0.7768,0.6697
i1_g,0.7454,0.7071
i2_c0,0.8228,0.6925
i2_c1,0.8032,0.6843
i2_c2,0.8188,0.6874
i2_c3,0.7972,0.702
i2_g,0.7763,0.7354
i3_c0,0.8424,0.7162
i3_c1,0.8292,0.7058
i3_c2,0.8328,0.7037
i3_c3,0.8252,0.7248
i3_g,0.7971,0.7556
i4_c0,0.858,0.7304
i4_c1,0.8424,0.7247
i4_c2,0.8488,0.7223
i4_c3,0.8332,0.736
i4_g,0.8136,0.771
i5_c0,0.8716,0.7385
i5_c1,0.8532,0.7328
i5_c2,0.856,0.7397
i5_c3,0.8476,0.7513
i5_g,0.8239,0.7802
i6_c0,0.882,0.7518
i6_c1,0.866,0.7432
i6_c2,0.862,0.7488
i6_c3,0.8508,0.7577
i6_g,0.8299,0.7907
i7_c0,0.8788,0.7588
i7_c1,0.8656,0.7506
i7_c2,0.8672,0.7577
i7_c3,0.8544,0.7644
i7_g,0.837,0.7944
i8_c0,0.8884,0.7659
i8_c1,0.872,0.759
i8_c2,0.868,0.7612
i8_c3,0.8624,0.7667
i8_g,0.8444,0.8012
i9_c0,0.888,0.7698
i9_c1,0.8804,0.7651
i9_c2,0.8752,0.7678
i9_c3,0.8644,0.7752
i9_g,0.8467,0.8038
