,train_acc,test_acc
i0_c0,0.765,0.6909
i0_c1,0.762,0.6901
i0_g,0.7526,0.7132
i1_c0,0.8172,0.7448
i1_c1,0.8132,0.7456
i1_g,0.8011,0.7646
i2_c0,0.8458,0.7723
i2_c1,0.8424,0.7703
i2_g,0.8323,0.7895
i3_c0,0.856,0.7861
i3_c1,0.8506,0.7826
i3_g,0.8412,0.7978
i4_c0,0.8646,0.7949
i4_c1,0.859,0.7934
i4_g,0.8529,0.8143
i5_c0,0.874,0.8013
i5_c1,0.8684,0.8033
i5_g,0.8596,0.8191
i6_c0,0.8768,0.8087
i6_c1,0.8726,0.8048
i6_g,0.8666,0.8239
i7_c0,0.8772,0.8079
i7_c1,0.8756,0.8101
i7_g,0.8697,0.8268
i8_c0,0.8862,0.8126
i8_c1,0.8806,0.8154
i8_g,0.8725,0.8299
i9_c0,0.8892,0.8166
i9_c1,0.88,0.8147
i9_g,0.8749,0.8328
