,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.882,0.8161,0.1224,0.1258
i0_c1,0.8668,0.8023,0.1328,0.1339
i0_g,0.1302,0.1333,,
i1_c0,0.9018,0.8215,0.1654,0.1753
i1_c1,0.8862,0.8176,0.1754,0.1752
i1_g,0.1922,0.1886,,
i2_c0,0.9028,0.8226,0.1572,0.1606
i2_c1,0.8898,0.8205,0.2132,0.2036
i2_g,0.198,0.1917,,
i3_c0,0.9006,0.8238,0.2282,0.2107
i3_c1,0.8902,0.8219,0.2078,0.1853
i3_g,0.2339,0.2254,,
i4_c0,0.8982,0.8236,0.1802,0.1897
i4_c1,0.8944,0.8263,0.1884,0.1901
i4_g,0.1967,0.1972,,
i5_c0,0.9,0.8229,0.1892,0.1877
i5_c1,0.8906,0.8203,0.1408,0.1532
i5_g,0.1696,0.1743,,
i6_c0,0.9014,0.8145,0.1726,0.1758
i6_c1,0.8882,0.8148,0.196,0.1916
i6_g,0.2126,0.2072,,
i7_c0,0.8978,0.818,0.1872,0.1806
i7_c1,0.8984,0.8204,0.151,0.1581
i7_g,0.1777,0.1756,,
i8_c0,0.8982,0.8111,0.1694,0.1661
i8_c1,0.8946,0.8335,0.1788,0.1768
i8_g,0.1993,0.1919,,
i9_c0,0.9026,0.8204,0.1608,0.1689
i9_c1,0.8984,0.8205,0.2002,0.2029
i9_g,0.2099,0.2134,,
