,train_acc,test_acc
i0_c0,0.8386,0.7721
i0_c1,0.839,0.7706
i0_g,0.8378,0.8005
i1_c0,0.8626,0.7972
i1_c1,0.8574,0.7963
i1_g,0.8612,0.8226
i2_c0,0.8726,0.7964
i2_c1,0.8754,0.8001
i2_g,0.8672,0.8271
i3_c0,0.8814,0.8046
i3_c1,0.872,0.8039
i3_g,0.8694,0.8338
i4_c0,0.8788,0.8089
i4_c1,0.8788,0.8143
i4_g,0.8716,0.8368
i5_c0,0.8866,0.8118
i5_c1,0.8866,0.8134
i5_g,0.8778,0.8371
i6_c0,0.8866,0.8168
i6_c1,0.8842,0.812
i6_g,0.876,0.84
i7_c0,0.8914,0.8196
i7_c1,0.885,0.8167
i7_g,0.8799,0.8411
i8_c0,0.897,0.8124
i8_c1,0.891,0.8191
i8_g,0.8809,0.8393
i9_c0,0.893,0.8139
i9_c1,0.8874,0.8177
i9_g,0.8813,0.8388
