,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.909,0.8279,0.1758,0.1795
i0_c1,0.9018,0.8285,0.1496,0.1486
i0_g,0.1655,0.1655,,
i1_c0,0.921,0.8208,0.219,0.2008
i1_c1,0.9124,0.8301,0.1986,0.2031
i1_g,0.2282,0.2273,,
i2_c0,0.9216,0.8243,0.2594,0.2514
i2_c1,0.9148,0.8276,0.241,0.2469
i2_g,0.2979,0.2902,,
i3_c0,0.9176,0.8213,0.2746,0.2798
i3_c1,0.9138,0.8284,0.2454,0.2407
i3_g,0.3128,0.3109,,
i4_c0,0.9216,0.8202,0.2852,0.2761
i4_c1,0.9098,0.8231,0.2764,0.2868
i4_g,0.3136,0.3143,,
i5_c0,0.9226,0.8224,0.2654,0.2615
i5_c1,0.9106,0.8303,0.3004,0.2953
i5_g,0.3087,0.3063,,
i6_c0,0.9178,0.8223,0.3022,0.298
i6_c1,0.9108,0.8235,0.3094,0.3065
i6_g,0.3417,0.3389,,
i7_c0,0.9214,0.8195,0.3426,0.3491
i7_c1,0.905,0.8239,0.3102,0.3247
i7_g,0.3896,0.3817,,
i8_c0,0.9224,0.8256,0.3506,0.3288
i8_c1,0.9182,0.8298,0.3146,0.3034
i8_g,0.3892,0.3766,,
i9_c0,0.9212,0.8244,0.3162,0.3257
i9_c1,0.9136,0.8273,0.3262,0.3185
i9_g,0.3759,0.3779,,
