,train_acc,test_acc
i0_c0,0.8696,0.7226
i0_c1,0.8564,0.7156
i0_c2,0.8548,0.7186
i0_c3,0.852,0.7297
i0_g,0.808,0.7719
i1_c0,0.9024,0.7659
i1_c1,0.8844,0.7522
i1_c2,0.8804,0.7586
i1_c3,0.8812,0.7681
i1_g,0.8442,0.8043
i2_c0,0.912,0.7781
i2_c1,0.9012,0.7647
i2_c2,0.9004,0.7732
i2_c3,0.8988,0.7867
i2_g,0.8575,0.8219
i3_c0,0.922,0.7889
i3_c1,0.914,0.7838
i3_c2,0.908,0.7831
i3_c3,0.9032,0.7915
i3_g,0.8663,0.8296
i4_c0,0.9296,0.7887
i4_c1,0.9176,0.7842
i4_c2,0.9088,0.7954
i4_c3,0.9084,0.7955
i4_g,0.8698,0.8352
i5_c0,0.9388,0.7952
i5_c1,0.918,0.7922
i5_c2,0.9184,0.7961
i5_c3,0.9168,0.7978
i5_g,0.8735,0.8361
i6_c0,0.9352,0.8048
i6_c1,0.926,0.7901
i6_c2,0.9196,0.8051
i6_c3,0.9156,0.8012
i6_g,0.8785,0.8416
i7_c0,0.936,0.7981
i7_c1,0.9264,0.7961
i7_c2,0.926,0.8013
i7_c3,0.9196,0.8034
i7_g,0.8822,0.8424
i8_c0,0.938,0.8042
i8_c1,0.9276,0.7956
i8_c2,0.9236,0.8118
i8_c3,0.9284,0.8049
i8_g,0.8828,0.8433
i9_c0,0.9364,0.807
i9_c1,0.9316,0.8012
i9_c2,0.93,0.8039
i9_c3,0.9224,0.8104
i9_g,0.8815,0.8462
