,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8624,0.7966,0.8568,0.7948
i0_c1,0.8656,0.8028,0.8636,0.8016
i0_g,0.8657,0.8258,,
i1_c0,0.8888,0.8169,0.8922,0.8142
i1_c1,0.8804,0.8149,0.874,0.8111
i1_g,0.8798,0.8362,,
i2_c0,0.898,0.8241,0.8958,0.8227
i2_c1,0.891,0.822,0.8892,0.8206
i2_g,0.8866,0.8482,,
i3_c0,0.9044,0.8231,0.8998,0.8196
i3_c1,0.8962,0.828,0.8954,0.8272
i3_g,0.8873,0.8462,,
i4_c0,0.908,0.8332,0.9076,0.8331
i4_c1,0.8952,0.8267,0.8894,0.8246
i4_g,0.8908,0.8482,,
i5_c0,0.9088,0.8257,0.9084,0.8241
i5_c1,0.8964,0.8334,0.8934,0.8339
i5_g,0.8887,0.8494,,
i6_c0,0.9092,0.8317,0.9066,0.8278
i6_c1,0.904,0.8342,0.8992,0.8314
i6_g,0.8932,0.8497,,
i7_c0,0.9104,0.8343,0.9086,0.8323
i7_c1,0.9056,0.8397,0.907,0.8389
i7_g,0.8951,0.8536,,
i8_c0,0.9108,0.8345,0.9108,0.8328
i8_c1,0.903,0.8313,0.9012,0.8308
i8_g,0.8913,0.8512,,
i9_c0,0.9092,0.8422,0.9086,0.8436
i9_c1,0.9098,0.8392,0.9104,0.8415
i9_g,0.8964,0.8565,,
