,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8896,0.8186,0.1658,0.1707
i0_c1,0.8818,0.8142,0.1426,0.1394
i0_g,0.1537,0.1549,,
i1_c0,0.8884,0.7868,0.219,0.1982
i1_c1,0.8768,0.8001,0.1984,0.2019
i1_g,0.226,0.2244,,
i2_c0,0.882,0.7958,0.2604,0.2526
i2_c1,0.876,0.7992,0.2442,0.2488
i2_g,0.3013,0.2905,,
i3_c0,0.8824,0.7909,0.2772,0.2856
i3_c1,0.8758,0.7976,0.2564,0.253
i3_g,0.3229,0.3212,,
i4_c0,0.8862,0.7962,0.2916,0.2842
i4_c1,0.8728,0.7961,0.2874,0.296
i4_g,0.325,0.3221,,
i5_c0,0.877,0.7949,0.2754,0.2707
i5_c1,0.877,0.8009,0.31,0.3069
i5_g,0.3202,0.3154,,
i6_c0,0.8796,0.8005,0.316,0.3112
i6_c1,0.8696,0.7999,0.3218,0.3228
i6_g,0.3541,0.3547,,
i7_c0,0.882,0.8055,0.359,0.3614
i7_c1,0.8714,0.7954,0.3312,0.3383
i7_g,0.4081,0.3984,,
i8_c0,0.8854,0.8053,0.367,0.3457
i8_c1,0.8754,0.8012,0.342,0.3307
i8_g,0.4107,0.4014,,
i9_c0,0.8842,0.8001,0.3386,0.3469
i9_c1,0.8718,0.797,0.3512,0.3393
i9_g,0.3985,0.4026,,
