,train_acc,test_acc
i0_c0,0.8176,0.674
i0_c1,0.8028,0.6686
i0_c2,0.8048,0.6699
i0_c3,0.8016,0.6867
i0_g,0.7598,0.7229
i1_c0,0.8632,0.7231
i1_c1,0.858,0.7214
i1_c2,0.8588,0.7235
i1_c3,0.8464,0.737
i1_g,0.8074,0.7682
i2_c0,0.8908,0.7506
i2_c1,0.8744,0.7451
i2_c2,0.8768,0.7485
i2_c3,0.8692,0.7589
i2_g,0.834,0.7915
i3_c0,0.9004,0.7648
i3_c1,0.8892,0.7576
i3_c2,0.8904,0.7669
i3_c3,0.8832,0.7714
i3_g,0.8475,0.8068
i4_c0,0.9088,0.7805
i4_c1,0.9008,0.7728
i4_c2,0.9032,0.7741
i4_c3,0.8868,0.7824
i4_g,0.859,0.8181
i5_c0,0.9144,0.783
i5_c1,0.9024,0.7767
i5_c2,0.8992,0.7811
i5_c3,0.8996,0.7935
i5_g,0.8646,0.826
i6_c0,0.9232,0.788
i6_c1,0.904,0.788
i6_c2,0.9076,0.7888
i6_c3,0.9016,0.7994
i6_g,0.8671,0.8274
i7_c0,0.924,0.7933
i7_c1,0.9152,0.7852
i7_c2,0.9084,0.7918
i7_c3,0.906,0.7992
i7_g,0.8705,0.8308
i8_c0,0.9212,0.7984
i8_c1,0.9176,0.7883
i8_c2,0.9132,0.7999
i8_c3,0.91,0.8039
i8_g,0.8746,0.8361
i9_c0,0.9316,0.7995
i9_c1,0.9152,0.7927
i9_c2,0.9092,0.8018
i9_c3,0.9124,0.8079
i9_g,0.8749,0.8363
