,train_acc,test_acc
i0_c0,0.5456,0.4603
i0_c1,0.5372,0.4568
i0_c2,0.5512,0.459
i0_c3,0.546,0.4768
i0_g,0.5083,0.4818
i1_c0,0.5844,0.4992
i1_c1,0.57,0.4803
i1_c2,0.5812,0.4916
i1_c3,0.5956,0.5195
i1_g,0.5444,0.5111
i2_c0,0.5916,0.5161
i2_c1,0.5936,0.5022
i2_c2,0.5976,0.5058
i2_c3,0.6068,0.5372
i2_g,0.5633,0.5216
i3_c0,0.6048,0.5301
i3_c1,0.6032,0.5151
i3_c2,0.6164,0.5211
i3_c3,0.6292,0.5502
i3_g,0.58,0.5386
i4_c0,0.6072,0.5413
i4_c1,0.6164,0.5253
i4_c2,0.6272,0.5338
i4_c3,0.634,0.5569
i4_g,0.5905,0.5485
i5_c0,0.6212,0.5519
i5_c1,0.6268,0.5371
i5_c2,0.6356,0.5449
i5_c3,0.6372,0.5671
i5_g,0.6019,0.5601
i6_c0,0.6232,0.5587
i6_c1,0.6388,0.5461
i6_c2,0.6452,0.5541
i6_c3,0.646,0.5736
i6_g,0.6105,0.5678
i7_c0,0.6396,0.5727
i7_c1,0.6472,0.5555
i7_c2,0.654,0.5648
i7_c3,0.6628,0.5859
i7_g,0.6208,0.5745
i8_c0,0.6464,0.5801
i8_c1,0.6508,0.5628
i8_c2,0.6588,0.5717
i8_c3,0.6648,0.592
i8_g,0.6314,0.5847
i9_c0,0.656,0.5862
i9_c1,0.6564,0.568
i9_c2,0.6656,0.5781
i9_c3,0.672,0.6002
i9_g,0.6401,0.5936
