,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9432,0.7019,0.144,0.1379
i0_c1,0.936,0.6966,0.1584,0.1658
i0_c2,0.9296,0.7035,0.1672,0.1774
i0_c3,0.9432,0.6927,0.1528,0.1708
i0_c4,0.9168,0.7002,0.1696,0.164
i0_c5,0.9328,0.6973,0.1168,0.1226
i0_c6,0.9312,0.6968,0.1336,0.1337
i0_c7,0.9256,0.7306,0.1104,0.1279
i0_g,0.1447,0.1475,,
i1_c0,0.2384,0.2045,0.1952,0.169
i1_c1,0.2232,0.2049,0.2072,0.1831
i1_c2,0.2096,0.1989,0.1272,0.1376
i1_c3,0.2192,0.2006,0.2216,0.2089
i1_c4,0.2312,0.2064,0.1488,0.1428
i1_c5,0.2048,0.2083,0.1576,0.1576
i1_c6,0.2112,0.211,0.2032,0.1894
i1_c7,0.2064,0.2058,0.1616,0.1558
i1_g,0.1988,0.1857,,
i2_c0,0.2672,0.2349,0.18,0.1741
i2_c1,0.2584,0.2323,0.148,0.1576
i2_c2,0.2552,0.2282,0.18,0.1674
i2_c3,0.2552,0.2343,0.1592,0.163
i2_c4,0.2528,0.2315,0.1864,0.1689
i2_c5,0.2528,0.2359,0.1416,0.1451
i2_c6,0.276,0.2327,0.1728,0.1881
i2_c7,0.2544,0.2325,0.1992,0.1919
i2_g,0.214,0.2065,,
i3_c0,0.2688,0.236,0.2064,0.1981
i3_c1,0.256,0.2316,0.1744,0.1674
i3_c2,0.2456,0.2326,0.1968,0.1749
i3_c3,0.2424,0.2319,0.2,0.1787
i3_c4,0.2416,0.2308,0.148,0.1537
i3_c5,0.2504,0.2306,0.1776,0.181
i3_c6,0.2696,0.2308,0.168,0.1655
i3_c7,0.2568,0.234,0.1712,0.1785
i3_g,0.211,0.2048,,
i4_c0,0.2624,0.2363,0.1976,0.1956
i4_c1,0.2624,0.2306,0.236,0.2232
i4_c2,0.252,0.2324,0.1696,0.1712
i4_c3,0.2472,0.232,0.1912,0.1889
i4_c4,0.2352,0.2259,0.2272,0.2106
i4_c5,0.2536,0.2301,0.18,0.1819
i4_c6,0.252,0.2286,0.1856,0.1743
i4_c7,0.2504,0.2309,0.1952,0.1784
i4_g,0.2263,0.2195,,
i5_c0,0.2656,0.248,0.2096,0.2115
i5_c1,0.2776,0.2437,0.164,0.1712
i5_c2,0.2576,0.2458,0.1944,0.2069
i5_c3,0.252,0.2449,0.1816,0.1974
i5_c4,0.2672,0.245,0.1976,0.1887
i5_c5,0.2656,0.2457,0.2288,0.2092
i5_c6,0.2672,0.2433,0.184,0.1842
i5_c7,0.272,0.2473,0.2096,0.2038
i5_g,0.2432,0.2362,,
i6_c0,0.2792,0.2565,0.2176,0.2105
i6_c1,0.2816,0.2539,0.192,0.1789
i6_c2,0.2632,0.2569,0.26,0.2539
i6_c3,0.2568,0.2568,0.24,0.2129
i6_c4,0.2672,0.2577,0.2016,0.1919
i6_c5,0.2688,0.2567,0.1976,0.2109
i6_c6,0.2792,0.2545,0.2608,0.2402
i6_c7,0.2832,0.2569,0.2296,0.2125
i6_g,0.2628,0.256,,
i7_c0,0.2992,0.2734,0.2392,0.205
i7_c1,0.2912,0.273,0.208,0.194
i7_c2,0.296,0.2713,0.2264,0.2183
i7_c3,0.272,0.2749,0.2096,0.1999
i7_c4,0.2664,0.2717,0.204,0.2246
i7_c5,0.2944,0.2725,0.26,0.2299
i7_c6,0.284,0.271,0.2424,0.2141
i7_c7,0.2984,0.2735,0.2,0.2109
i7_g,0.2629,0.2569,,
i8_c0,0.2968,0.268,0.1944,0.1871
i8_c1,0.304,0.2702,0.2208,0.2357
i8_c2,0.2712,0.2699,0.1936,0.1925
i8_c3,0.26,0.2727,0.204,0.1977
i8_c4,0.268,0.2733,0.1984,0.1958
i8_c5,0.2936,0.272,0.2408,0.2305
i8_c6,0.2832,0.2694,0.2288,0.21
i8_c7,0.2944,0.2712,0.2392,0.2329
i8_g,0.265,0.2585,,
i9_c0,0.2912,0.2701,0.2368,0.2297
i9_c1,0.2992,0.2699,0.2312,0.2288
i9_c2,0.2768,0.2674,0.1992,0.1936
i9_c3,0.2848,0.2717,0.2104,0.2095
i9_c4,0.26,0.2688,0.196,0.2148
i9_c5,0.2888,0.271,0.2544,0.238
i9_c6,0.2944,0.2689,0.2176,0.2103
i9_c7,0.2792,0.2692,0.2088,0.2146
i9_g,0.2623,0.259,,
