,train_acc,test_acc
i0_c0,0.8698,0.7887
i0_c1,0.8618,0.786
i0_g,0.856,0.8137
i1_c0,0.888,0.8118
i1_c1,0.8824,0.8091
i1_g,0.8732,0.836
i2_c0,0.8904,0.8152
i2_c1,0.8852,0.817
i2_g,0.8783,0.8399
i3_c0,0.8946,0.8225
i3_c1,0.8922,0.8229
i3_g,0.8802,0.8406
i4_c0,0.9006,0.8215
i4_c1,0.8918,0.8199
i4_g,0.8829,0.8424
i5_c0,0.8978,0.8252
i5_c1,0.8964,0.8234
i5_g,0.8815,0.8467
i6_c0,0.9044,0.8252
i6_c1,0.8946,0.8277
i6_g,0.8843,0.8468
i7_c0,0.9046,0.8285
i7_c1,0.8994,0.8242
i7_g,0.8848,0.8462
i8_c0,0.9074,0.8272
i8_c1,0.8994,0.8293
i8_g,0.887,0.843
i9_c0,0.9036,0.8237
i9_c1,0.9062,0.8292
i9_g,0.8885,0.8443
