,0,1
i0_c0,0.6876,0.271
i0_c1,0.726,0.2942
i0_c2,0.6928,0.2771
i0_c3,0.712,0.2951
i0_g,0.4544,0.3193
i1_c0,0.6808,0.2667
i1_c1,0.728,0.2956
i1_c2,0.712,0.2794
i1_c3,0.7196,0.284
i1_g,0.4581,0.3201
i2_c0,0.6756,0.2611
i2_c1,0.728,0.3001
i2_c2,0.7104,0.2874
i2_c3,0.7084,0.2878
i2_g,0.4547,0.323
i3_c0,0.6944,0.2763
i3_c1,0.7288,0.2976
i3_c2,0.7028,0.2832
i3_c3,0.6992,0.2903
i3_g,0.4583,0.3216
i4_c0,0.6748,0.2625
i4_c1,0.7312,0.3062
i4_c2,0.7112,0.2815
i4_c3,0.706,0.2923
i4_g,0.4488,0.3204
