,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8478,0.7886,0.8478,0.7884
i0_c1,0.8594,0.7937,0.8592,0.7936
i0_g,0.8597,0.8229,,
i1_c0,0.8798,0.8061,0.8798,0.8061
i1_c1,0.8736,0.8031,0.8736,0.8029
i1_g,0.871,0.8297,,
i2_c0,0.8768,0.8111,0.8766,0.8111
i2_c1,0.8732,0.8096,0.8732,0.8097
i2_g,0.8795,0.8424,,
i3_c0,0.8794,0.8016,0.879,0.8018
i3_c1,0.8784,0.813,0.8784,0.8133
i3_g,0.8754,0.8341,,
i4_c0,0.8856,0.815,0.8854,0.8149
i4_c1,0.8712,0.8126,0.8712,0.8128
i4_g,0.8755,0.8355,,
i5_c0,0.8816,0.8077,0.882,0.8076
i5_c1,0.8672,0.8124,0.8672,0.8125
i5_g,0.8749,0.8364,,
i6_c0,0.8792,0.8123,0.8794,0.8122
i6_c1,0.8788,0.8106,0.8788,0.8103
i6_g,0.875,0.8404,,
i7_c0,0.8832,0.8139,0.883,0.8139
i7_c1,0.8768,0.8202,0.8768,0.8204
i7_g,0.8824,0.8418,,
i8_c0,0.8842,0.8096,0.884,0.8096
i8_c1,0.8764,0.8098,0.8764,0.8096
i8_g,0.8754,0.8371,,
i9_c0,0.8856,0.8219,0.8854,0.8219
i9_c1,0.8816,0.8186,0.8814,0.8184
i9_g,0.8827,0.8459,,
