,train_acc,test_acc
i0_c0,0.832,0.4955
i0_c1,0.8272,0.4891
i0_c2,0.832,0.4748
i0_c3,0.8256,0.4927
i0_c4,0.8224,0.4921
i0_c5,0.8208,0.4781
i0_c6,0.8272,0.4729
i0_c7,0.832,0.4928
i0_c8,0.8048,0.502
i0_c9,0.8272,0.4852
i0_c10,0.8592,0.4687
i0_c11,0.8272,0.5092
i0_c12,0.8112,0.4882
i0_c13,0.8304,0.4816
i0_c14,0.8144,0.5019
i0_c15,0.8304,0.4731
i0_g,0.6426,0.6077
i1_c0,0.8816,0.5433
i1_c1,0.8784,0.542
i1_c2,0.8864,0.5268
i1_c3,0.8816,0.5417
i1_c4,0.8832,0.5388
i1_c5,0.8592,0.5346
i1_c6,0.872,0.5225
i1_c7,0.8704,0.5484
i1_c8,0.8592,0.5493
i1_c9,0.8512,0.532
i1_c10,0.9008,0.5234
i1_c11,0.864,0.5623
i1_c12,0.8672,0.5462
i1_c13,0.88,0.5383
i1_c14,0.8688,0.5565
i1_c15,0.8688,0.5317
i1_g,0.6952,0.6595
i2_c0,0.8864,0.5815
i2_c1,0.8896,0.5743
i2_c2,0.9088,0.5602
i2_c3,0.8928,0.5772
i2_c4,0.8928,0.5708
i2_c5,0.8848,0.5726
i2_c6,0.8976,0.5585
i2_c7,0.8944,0.5795
i2_c8,0.88,0.58
i2_c9,0.8912,0.5672
i2_c10,0.9184,0.5525
i2_c11,0.888,0.59
i2_c12,0.8896,0.5798
i2_c13,0.8992,0.5721
i2_c14,0.88,0.5805
i2_c15,0.8896,0.5595
i2_g,0.7288,0.69
i3_c0,0.912,0.6066
i3_c1,0.9056,0.5904
i3_c2,0.9216,0.5855
i3_c3,0.9152,0.5943
i3_c4,0.9056,0.5957
i3_c5,0.904,0.5942
i3_c6,0.9104,0.5817
i3_c7,0.9152,0.6039
i3_c8,0.9024,0.599
i3_c9,0.904,0.5907
i3_c10,0.9328,0.5827
i3_c11,0.9088,0.6176
i3_c12,0.9104,0.6084
i3_c13,0.9104,0.5954
i3_c14,0.8944,0.6052
i3_c15,0.9072,0.5871
i3_g,0.7502,0.7126
i4_c0,0.9248,0.626
i4_c1,0.912,0.6103
i4_c2,0.9392,0.6055
i4_c3,0.9152,0.6143
i4_c4,0.9184,0.6132
i4_c5,0.912,0.6125
i4_c6,0.9184,0.5984
i4_c7,0.92,0.6207
i4_c8,0.92,0.6231
i4_c9,0.9104,0.6044
i4_c10,0.9456,0.598
i4_c11,0.9136,0.6329
i4_c12,0.9248,0.623
i4_c13,0.9216,0.6151
i4_c14,0.9088,0.6297
i4_c15,0.9248,0.605
i4_g,0.7712,0.7307
i5_c0,0.9344,0.6408
i5_c1,0.928,0.6224
i5_c2,0.9472,0.6172
i5_c3,0.9344,0.6336
i5_c4,0.9136,0.6278
i5_c5,0.9328,0.6277
i5_c6,0.936,0.6102
i5_c7,0.9312,0.6317
i5_c8,0.9248,0.6341
i5_c9,0.9152,0.624
i5_c10,0.9536,0.6117
i5_c11,0.92,0.6529
i5_c12,0.9344,0.6383
i5_c13,0.9376,0.6229
i5_c14,0.9152,0.636
i5_c15,0.9264,0.6199
i5_g,0.781,0.7435
i6_c0,0.9408,0.6553
i6_c1,0.9376,0.6366
i6_c2,0.9504,0.6292
i6_c3,0.936,0.6422
i6_c4,0.9328,0.6419
i6_c5,0.9392,0.6403
i6_c6,0.9408,0.6243
i6_c7,0.9392,0.6471
i6_c8,0.9392,0.6519
i6_c9,0.9232,0.628
i6_c10,0.9616,0.6221
i6_c11,0.928,0.6567
i6_c12,0.9408,0.6495
i6_c13,0.944,0.6388
i6_c14,0.9248,0.6559
i6_c15,0.9424,0.6358
i6_g,0.7944,0.7556
i7_c0,0.9552,0.6688
i7_c1,0.944,0.6405
i7_c2,0.9648,0.642
i7_c3,0.9408,0.6542
i7_c4,0.944,0.6421
i7_c5,0.9456,0.6523
i7_c6,0.9536,0.6359
i7_c7,0.9376,0.659
i7_c8,0.944,0.6566
i7_c9,0.9264,0.6436
i7_c10,0.9648,0.6322
i7_c11,0.9312,0.665
i7_c12,0.9536,0.6649
i7_c13,0.952,0.6542
i7_c14,0.928,0.6628
i7_c15,0.944,0.6463
i7_g,0.8024,0.7636
i8_c0,0.9536,0.6761
i8_c1,0.9472,0.652
i8_c2,0.9712,0.6553
i8_c3,0.9472,0.662
i8_c4,0.9424,0.6583
i8_c5,0.9472,0.6579
i8_c6,0.9568,0.6409
i8_c7,0.9344,0.6645
i8_c8,0.944,0.6652
i8_c9,0.9376,0.6486
i8_c10,0.9632,0.644
i8_c11,0.9344,0.6726
i8_c12,0.9536,0.6664
i8_c13,0.9472,0.6664
i8_c14,0.9424,0.6727
i8_c15,0.944,0.6532
i8_g,0.8098,0.7692
i9_c0,0.9616,0.6814
i9_c1,0.9648,0.6595
i9_c2,0.9728,0.6591
i9_c3,0.9504,0.6729
i9_c4,0.952,0.6706
i9_c5,0.9552,0.668
i9_c6,0.9584,0.6504
i9_c7,0.952,0.671
i9_c8,0.9488,0.6718
i9_c9,0.9392,0.6644
i9_c10,0.9728,0.649
i9_c11,0.9424,0.6881
i9_c12,0.9648,0.6766
i9_c13,0.944,0.6718
i9_c14,0.9424,0.6776
i9_c15,0.9568,0.6589
i9_g,0.8183,0.778
