,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9648,0.7146,0.9112,0.6911
i0_c1,0.944,0.6987,0.9184,0.6941
i0_c2,0.9424,0.699,0.9088,0.6803
i0_c3,0.9504,0.7024,0.904,0.6831
i0_c4,0.9344,0.7115,0.8712,0.6848
i0_c5,0.9472,0.71,0.884,0.6906
i0_c6,0.9512,0.7121,0.9088,0.6938
i0_c7,0.9368,0.7418,0.892,0.7205
i0_g,0.8384,0.8012,,
i1_c0,0.9648,0.7225,0.9176,0.6939
i1_c1,0.9464,0.7205,0.9088,0.6999
i1_c2,0.9664,0.7081,0.9296,0.6989
i1_c3,0.9672,0.714,0.9136,0.6998
i1_c4,0.9488,0.7227,0.9096,0.7079
i1_c5,0.9592,0.7246,0.9152,0.712
i1_c6,0.96,0.7208,0.9248,0.7002
i1_c7,0.9528,0.7504,0.9096,0.7297
i1_g,0.8511,0.815,,
i2_c0,0.98,0.7397,0.9344,0.7186
i2_c1,0.9656,0.726,0.9336,0.7126
i2_c2,0.968,0.7206,0.9232,0.7068
i2_c3,0.9704,0.7207,0.928,0.7064
i2_c4,0.9472,0.7293,0.8976,0.7021
i2_c5,0.9432,0.7284,0.9104,0.718
i2_c6,0.9576,0.7245,0.9248,0.7029
i2_c7,0.956,0.7537,0.92,0.733
i2_g,0.8543,0.8252,,
i3_c0,0.9752,0.7374,0.944,0.7189
i3_c1,0.9664,0.7302,0.9216,0.7103
i3_c2,0.968,0.7236,0.9296,0.7096
i3_c3,0.9712,0.7224,0.94,0.7191
i3_c4,0.944,0.7272,0.9168,0.7103
i3_c5,0.9576,0.7378,0.9264,0.7202
i3_c6,0.9608,0.7273,0.9248,0.7076
i3_c7,0.9656,0.7581,0.9184,0.7367
i3_g,0.8541,0.8244,,
i4_c0,0.9776,0.7341,0.9504,0.7212
i4_c1,0.9624,0.7312,0.9256,0.7142
i4_c2,0.9664,0.7184,0.92,0.7012
i4_c3,0.9712,0.7197,0.9352,0.7082
i4_c4,0.9472,0.7261,0.9024,0.7106
i4_c5,0.9584,0.7351,0.92,0.7224
i4_c6,0.968,0.7301,0.92,0.7151
i4_c7,0.9592,0.7536,0.9176,0.7335
i4_g,0.8576,0.8224,,
i5_c0,0.984,0.7385,0.932,0.7158
i5_c1,0.9736,0.7341,0.9336,0.7148
i5_c2,0.972,0.7253,0.9408,0.7109
i5_c3,0.9728,0.7245,0.9344,0.7122
i5_c4,0.9568,0.7333,0.9208,0.713
i5_c5,0.9608,0.7362,0.9384,0.7211
i5_c6,0.964,0.7304,0.9312,0.7248
i5_c7,0.9608,0.7607,0.924,0.7399
i5_g,0.8629,0.8241,,
i6_c0,0.9736,0.7401,0.9376,0.7288
i6_c1,0.968,0.7295,0.928,0.7155
i6_c2,0.9656,0.721,0.9448,0.7156
i6_c3,0.9752,0.7229,0.924,0.7098
i6_c4,0.9512,0.7394,0.9056,0.7251
i6_c5,0.9584,0.7388,0.928,0.725
i6_c6,0.9664,0.7277,0.9088,0.7114
i6_c7,0.9616,0.7517,0.9248,0.7309
i6_g,0.8624,0.8261,,
i7_c0,0.984,0.7374,0.9296,0.7156
i7_c1,0.9648,0.7325,0.9224,0.7186
i7_c2,0.9688,0.7224,0.9248,0.7023
i7_c3,0.9736,0.7218,0.9376,0.7105
i7_c4,0.9488,0.7264,0.9256,0.7172
i7_c5,0.9568,0.7364,0.9152,0.7319
i7_c6,0.9664,0.7335,0.9096,0.706
i7_c7,0.9592,0.7573,0.9208,0.7317
i7_g,0.8576,0.8239,,
i8_c0,0.9808,0.7387,0.9384,0.7203
i8_c1,0.96,0.7361,0.912,0.7122
i8_c2,0.9712,0.7198,0.9328,0.7044
i8_c3,0.9816,0.7241,0.9512,0.7174
i8_c4,0.9592,0.7295,0.9192,0.7125
i8_c5,0.9672,0.7347,0.9344,0.7162
i8_c6,0.9584,0.726,0.9248,0.7024
i8_c7,0.9688,0.7607,0.9312,0.7436
i8_g,0.8574,0.8233,,
i9_c0,0.9776,0.7413,0.9392,0.7191
i9_c1,0.9632,0.733,0.9184,0.7069
i9_c2,0.968,0.7233,0.9336,0.7172
i9_c3,0.9768,0.7242,0.9376,0.7081
i9_c4,0.9592,0.7394,0.9152,0.7138
i9_c5,0.9608,0.7381,0.9096,0.7212
i9_c6,0.9616,0.7258,0.9136,0.6988
i9_c7,0.96,0.7577,0.9272,0.7373
i9_g,0.8586,0.8254,,
