,train_acc,test_acc,train_acc_outDP,test_acc_out_DP,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i0_c0.npy,0.9839743589743588,0.4397,0.1538461538461538,0.1488,0,c0,0.48691239316239315,0.000597240378605711,0.46288665708249815,0.0019070149347025754,0.1639957264957265,0.01574722539848683
i0_c1.npy,0.9903846153846154,0.4531,0.1634615384615384,0.1449,0,c1,0.5240384615384616,0.002925868362741262,0.5773392185156891,0.017103132054859638,0.1842948717948718,0.020418285100017506
i0_c2.npy,0.9871794871794872,0.4495,0.1185897435897435,0.1206,0,c2,0.4893162393162393,0.0017717012768992458,0.46149246367935765,0.0036759408502034683,0.12767094017094016,0.013139288329325687
i0_c3.npy,0.9967948717948718,0.4482,0.1442307692307692,0.1696,0,c3,0.48691239316239315,0.000597240378605711,0.4597355421951315,0.0014534310407723313,0.14957264957264957,0.007554559628061418
i0_c4.npy,1.0,0.4164,0.173076923076923,0.1444,0,c4,0.5208333333333334,0.002925868362741302,0.5621415738411785,0.011884665038341844,0.1907051282051282,0.012239785510031622
i0_c5.npy,0.9839743589743588,0.4618,0.1346153846153846,0.1298,0,c5,0.5,0.00370096326403605,0.4995014245014245,0.01198720276332396,0.14155982905982903,0.014143378520164234
i0_c6.npy,0.9743589743589745,0.4647,0.1121794871794871,0.1242,0,c6,0.4954594017094018,0.0019444737952138233,0.4824725752145107,0.005283575801607454,0.12072649572649573,0.01222812301523461
i0_c7.npy,1.0,0.4416,0.1442307692307692,0.1466,0,c7,0.4930555555555556,0.0028766906021017733,0.47852526652355465,0.007286786703193505,0.15331196581196582,0.012876037172215764
i0_c8.npy,1.0,0.4375,0.1506410256410256,0.1443,0,c8,0.5173611111111112,0.005102824031662105,0.5629535372625379,0.022092741446502126,0.15972222222222224,0.008761335185286712
i0_c9.npy,1.0,0.4489,0.1378205128205128,0.1215,0,c9,0.5152243589743589,0.0012239785510032065,0.5597753771161321,0.009018383136194465,0.14423076923076925,0.009791828408025295
i0_c10.npy,0.9903846153846154,0.4484,0.1698717948717948,0.175,0,c10,0.5026709401709403,0.0007554559628061378,0.5074156196107414,0.002369217103753883,0.1858974358974359,0.00906547155367368
i0_c11.npy,0.9903846153846154,0.4501,0.141025641025641,0.1272,0,c11,0.4983974358974359,0.0035834422716342863,0.4953703703703704,0.01035216656249903,0.1469017094017094,0.008761335185286715
i0_c12.npy,1.0,0.4277,0.125,0.1442,0,c12,0.4893162393162393,0.001194480757211422,0.46209345575422106,0.00617768463246321,0.13194444444444445,0.01176427112475707
i0_c13.npy,0.9903846153846154,0.4239,0.1891025641025641,0.1481,0,c13,0.5269764957264959,0.000597240378605711,0.5772864845779683,0.007524903379252439,0.20299145299145302,0.01510911925612281
i0_c14.npy,0.9967948717948718,0.4589,0.1442307692307692,0.1431,0,c14,0.48023504273504275,0.005972403786057128,0.44378868258178605,0.010003205689306266,0.15277777777777776,0.012641196117734234
