,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9344,0.6935,0.7568,0.6002
i0_c1,0.9256,0.6947,0.7504,0.6164
i0_c2,0.9232,0.6918,0.7456,0.5962
i0_c3,0.9264,0.6865,0.7328,0.5969
i0_c4,0.9152,0.6993,0.74,0.6198
i0_c5,0.9232,0.6958,0.768,0.6095
i0_c6,0.9184,0.6886,0.7664,0.6098
i0_c7,0.9192,0.714,0.756,0.6206
i0_g,0.7944,0.7587,,
i1_c0,0.9592,0.7217,0.8112,0.6588
i1_c1,0.9352,0.7073,0.8096,0.6433
i1_c2,0.9504,0.7108,0.7912,0.643
i1_c3,0.9536,0.7113,0.8256,0.6489
i1_c4,0.9296,0.717,0.788,0.6326
i1_c5,0.9336,0.7151,0.8016,0.6488
i1_c6,0.9368,0.7171,0.8016,0.6522
i1_c7,0.9392,0.7411,0.7728,0.6517
i1_g,0.8262,0.7923,,
i2_c0,0.9704,0.7323,0.8304,0.6652
i2_c1,0.9416,0.7165,0.8104,0.6598
i2_c2,0.952,0.7202,0.8288,0.6686
i2_c3,0.9568,0.7181,0.8288,0.6673
i2_c4,0.9408,0.7243,0.7912,0.6664
i2_c5,0.944,0.7277,0.7928,0.648
i2_c6,0.9488,0.7224,0.7904,0.6569
i2_c7,0.948,0.7533,0.8112,0.6795
i2_g,0.8328,0.797,,
i3_c0,0.9696,0.7336,0.8328,0.6751
i3_c1,0.9384,0.7178,0.824,0.6777
i3_c2,0.9584,0.7223,0.812,0.6522
i3_c3,0.9544,0.7264,0.8064,0.6542
i3_c4,0.9464,0.7277,0.7888,0.6637
i3_c5,0.9504,0.7324,0.824,0.6903
i3_c6,0.9488,0.7252,0.8152,0.6793
i3_c7,0.9576,0.7586,0.8192,0.6816
i3_g,0.8398,0.8089,,
i4_c0,0.968,0.7367,0.836,0.6813
i4_c1,0.96,0.7362,0.8384,0.6841
i4_c2,0.9608,0.7264,0.8424,0.674
i4_c3,0.9704,0.7316,0.8248,0.6722
i4_c4,0.948,0.7348,0.7992,0.6736
i4_c5,0.948,0.7376,0.8576,0.6847
i4_c6,0.9504,0.7404,0.8304,0.682
i4_c7,0.9568,0.7583,0.8344,0.6872
i4_g,0.8515,0.8219,,
i5_c0,0.9744,0.7495,0.8584,0.6837
i5_c1,0.96,0.7432,0.8256,0.6706
i5_c2,0.9624,0.7353,0.8384,0.6776
i5_c3,0.9632,0.7298,0.8232,0.6768
i5_c4,0.9464,0.7357,0.7976,0.6655
i5_c5,0.9456,0.7473,0.836,0.6923
i5_c6,0.9584,0.7388,0.8376,0.6915
i5_c7,0.9608,0.7629,0.8472,0.7044
i5_g,0.849,0.8185,,
i6_c0,0.9752,0.7478,0.8384,0.6828
i6_c1,0.9592,0.7331,0.8368,0.6871
i6_c2,0.9648,0.7305,0.8408,0.678
i6_c3,0.9736,0.7316,0.8608,0.6849
i6_c4,0.9416,0.7433,0.8184,0.6922
i6_c5,0.9584,0.7455,0.8272,0.6853
i6_c6,0.9624,0.7345,0.848,0.6867
i6_c7,0.9584,0.7621,0.8288,0.6982
i6_g,0.8464,0.812,,
i7_c0,0.9816,0.7516,0.8256,0.678
i7_c1,0.9648,0.7416,0.8176,0.6757
i7_c2,0.9624,0.7383,0.8216,0.677
i7_c3,0.9608,0.7304,0.8592,0.6906
i7_c4,0.9456,0.7415,0.7952,0.6684
i7_c5,0.96,0.7496,0.828,0.6806
i7_c6,0.9608,0.735,0.828,0.6787
i7_c7,0.956,0.7665,0.8144,0.6874
i7_g,0.8454,0.8147,,
i8_c0,0.9744,0.7514,0.844,0.6839
i8_c1,0.9584,0.7386,0.8528,0.6961
i8_c2,0.9616,0.7349,0.8416,0.6733
i8_c3,0.9704,0.7321,0.8344,0.6654
i8_c4,0.9512,0.7422,0.8272,0.6724
i8_c5,0.9576,0.7473,0.8296,0.6845
i8_c6,0.9648,0.7406,0.8376,0.6774
i8_c7,0.956,0.7688,0.8128,0.6927
i8_g,0.8451,0.8142,,
i9_c0,0.9736,0.7441,0.8392,0.6872
i9_c1,0.9584,0.7428,0.8384,0.6899
i9_c2,0.9608,0.7365,0.828,0.676
i9_c3,0.9704,0.7316,0.8288,0.6851
i9_c4,0.9496,0.7436,0.84,0.6843
i9_c5,0.9536,0.7498,0.8528,0.7129
i9_c6,0.9592,0.7417,0.8248,0.6646
i9_c7,0.96,0.7666,0.8272,0.7095
i9_g,0.8502,0.8197,,
